No,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
4594254,328,CASH_IN,2324.22,C1874063638,1008095.04,1010419.26,C1431460806,707110.63,704786.41,0,0
3704620,277,CASH_OUT,165356.42,C1945794775,0.0,0.0,C7364790,884865.68,1050222.11,0,0
2954561,230,CASH_IN,174992.1,C223785799,1370325.04,1545317.14,C224927403,1051841.56,876849.46,0,0
3674062,276,CASH_IN,83875.19,C2113858476,688428.64,772303.83,C340471029,1237166.0,1153290.81,0,0
5577244,393,CASH_OUT,378078.36,C1999752454,959755.0,581676.64,C194992177,775254.23,1153332.59,0,0
720649,37,CASH_IN,116800.84,C184440144,721030.43,837831.27,C744634618,785762.32,395146.6,0,0
987213,45,CASH_OUT,58639.92,C1964391545,21740.0,0.0,C786342669,1313262.35,1371902.26,0,0
857654,41,CASH_OUT,82853.6,C1805776680,336075.93,253222.34,C964931693,1109448.56,1431357.78,0,0
1664889,158,CASH_OUT,177057.4,C194283454,56448.09,0.0,C614478812,910180.34,1087237.74,0,0
4685623,331,CASH_OUT,50201.22,C195678437,86.0,0.0,C99061923,1184061.46,1234262.68,0,0
1778125,162,CASH_IN,202085.75,C1872439183,321305.04,523390.79,C1378012102,1498822.59,1296736.84,0,0
6259966,606,TRANSFER,6575903.12,C2128461532,6575903.12,0.0,C792804461,0.0,0.0,1,0
3316906,252,CASH_IN,142151.33,C1832030123,1046761.63,1188912.96,C1284560200,1699093.84,1556942.51,0,0
786490,39,CASH_IN,228181.46,C2031813516,998004.83,1226186.29,C1169824058,1588042.77,1378774.47,0,0
5017953,353,CASH_OUT,6390.59,C1958527347,3188.0,0.0,C627663302,1092143.03,1098533.62,0,0
1019074,47,TRANSFER,36532.84,C905922907,36532.84,0.0,C2062739315,0.0,0.0,1,0
1212610,133,TRANSFER,1159010.44,C695823841,1159010.44,0.0,C679367763,0.0,0.0,1,0
3039827,234,CASH_OUT,38333.68,C1939526750,84347.0,46013.32,C455428953,1113895.36,1152229.04,0,0
6202290,582,CASH_OUT,1158373.23,C745199175,1158373.23,0.0,C593287282,4318604.9,5476978.13,1,0
5563508,386,CASH_OUT,10000000.0,C165107915,10000000.0,0.0,C265818322,37732.12,10037732.12,1,0
1176368,132,CASH_IN,155268.11,C1972662189,327153.0,482421.11,C1079654765,1471004.77,1315736.66,0,0
821560,40,CASH_IN,4608.54,C1955090602,718223.96,722832.5,C339137649,590127.54,585519.0,0,0
2115296,183,CASH_OUT,151831.42,C1943222987,380819.3,228987.88,C653276769,857792.21,1009623.63,0,0
4604974,329,CASH_IN,8428.9,C1999729143,597627.94,606056.84,C1070422111,477057.51,568502.73,0,0
3117056,236,TRANSFER,121150.5,C2011795080,513532.11,392381.61,C346556802,529574.13,650724.63,0,0
5987525,409,TRANSFER,71921.7,C889125918,71921.7,0.0,C1091824995,0.0,0.0,1,0
1051418,95,CASH_IN,29467.66,C1851042231,946907.94,976375.6,C1783744143,450317.53,420849.87,0,0
6131033,542,TRANSFER,350256.47,C1932722985,51113.0,0.0,C532510336,880925.12,1231181.58,0,0
1213948,133,CASH_IN,89464.63,C2052947563,387.0,89851.63,C524532968,1148711.28,1059246.65,0,0
1664211,158,CASH_IN,141345.32,C1901298211,3340.0,144685.32,C446393804,1254755.94,1113410.62,0,0
6259816,601,TRANSFER,98099.07,C1586252817,98099.07,0.0,C423322656,0.0,0.0,1,0
1030588,74,CASH_OUT,4582074.51,C1507497077,4582074.51,0.0,C910594371,154034.94,4736109.45,1,0
4050606,300,CASH_OUT,185490.7,C19704842,59575.0,0.0,C655902667,873411.18,1058901.88,0,0
2136732,184,CASH_IN,80951.17,C2069291434,612982.26,693933.44,C299135103,666862.64,585911.47,0,0
5467304,379,CASH_IN,317938.37,C212514900,541361.89,859300.26,C2003399555,1120213.16,802274.78,0,0
102607,10,TRANSFER,9217.19,C184586799,9217.19,0.0,C812377986,0.0,96795.6,1,0
441751,19,CASH_IN,74674.67,C2004259753,103987.0,178661.67,C867882420,621072.29,764976.9,0,0
866342,42,CASH_OUT,174413.43,C1956264452,0.0,0.0,C649059088,1262622.67,1437036.1,0,0
4190026,305,CASH_OUT,178713.27,C2026007530,0.0,0.0,C753905065,999572.56,1178285.83,0,0
2880319,228,CASH_IN,249961.34,C2072417784,151653.0,401614.34,C733626082,911201.82,661240.49,0,0
4364183,310,CASH_IN,121946.28,C2068320783,951269.34,1073215.62,C1154063143,723638.91,601692.63,0,0
3848400,282,CASH_OUT,75785.03,C1980590153,197907.84,122122.81,C1047116616,961941.51,1037726.54,0,0
5660598,396,TRANSFER,2189170.39,C90164537,2189170.39,0.0,C814466553,0.0,0.0,1,0
1511347,149,CASH_OUT,172510.95,C1961658311,172510.95,0.0,C430727809,590592.52,763103.47,1,0
4129416,302,TRANSFER,633384.46,C1088367372,633384.46,0.0,C299996818,0.0,0.0,1,0
3693501,277,TRANSFER,226804.13,C1004336210,226804.13,0.0,C2087942542,0.0,0.0,1,0
1059513,100,CASH_OUT,28871.9,C475065631,28871.9,0.0,C1078858029,500205.51,529077.41,1,0
4466069,324,CASH_IN,133425.76,C182495143,1099834.89,1233260.65,C795127455,647488.16,514062.4,0,0
6148750,546,CASH_OUT,381451.57,C2041480494,118811.0,0.0,C931640531,1086695.53,1468147.1,0,0
2071439,181,CASH_OUT,310469.29,C2034431277,0.0,0.0,C799668362,923580.26,1234049.55,0,0
1048895,95,TRANSFER,8775594.43,C1917836086,8775594.43,0.0,C1694421805,0.0,0.0,1,0
2207713,186,CASH_IN,45494.72,C1964064979,225748.6,271243.33,C778320004,701666.89,656172.17,0,0
1015892,47,CASH_OUT,199498.23,C2039617346,303206.0,103707.77,C1585827223,748745.91,948244.13,0,0
3576055,261,CASH_IN,23611.6,C1750542792,874652.27,898263.87,C626443817,1372545.24,1348933.64,0,0
1554831,154,CASH_IN,335562.72,C181685719,10704.0,346266.72,C312713305,1171918.81,836356.09,0,0
5601000,394,CASH_IN,227552.56,C1981308842,511361.66,738914.22,C854791264,790926.4,563373.84,0,0
827637,41,CASH_IN,124374.39,C1975149748,200409.25,324783.64,C1781023147,787260.7,662886.31,0,0
4518523,325,CASH_OUT,261947.76,C189380870,42337.0,0.0,C59901056,1113830.55,1375778.3,0,0
6355295,709,CASH_OUT,187972.29,C1945954195,305641.0,117668.71,C143506021,894273.52,1082245.81,0,0
5853441,402,CASH_IN,96915.31,C1905985733,110879.2,207794.5,C2056828188,989956.26,1024383.83,0,0
4676844,331,CASH_IN,211962.69,C2048883560,91584.0,303546.69,C1798319223,1010617.61,798654.91,0,0
4208913,305,CASH_IN,152396.0,C1956780812,932340.06,1084736.06,C1518905494,685163.34,532767.33,0,0
3232338,250,CASH_IN,288457.28,C2054804004,1379659.37,1668116.65,C688401091,936669.06,648211.78,0,0
4482393,324,CASH_IN,207055.79,C2033693624,1241611.25,1448667.04,C866529559,1267068.87,1060013.09,0,0
1314030,136,CASH_IN,132413.72,C2029792613,186305.43,318719.15,C187627452,1031161.02,898747.3,0,0
3098581,235,CASH_IN,159564.94,C268811246,1295848.96,1455413.9,C761801095,1005828.73,846263.79,0,0
4629251,329,CASH_OUT,332455.19,C1979073963,42013.0,0.0,C424754948,1119369.16,1235227.49,0,0
644601,35,DEBIT,3341.55,C1970523460,388520.48,385178.92,C548005035,1515714.15,1519055.71,0,0
1413047,139,CASH_IN,154978.21,C2009024212,773901.47,928879.68,C1451256149,679464.93,524486.72,0,0
249973,14,CASH_IN,164451.98,C2025243214,849465.39,1013917.37,C891122284,360387.4,662216.48,0,0
1443850,140,CASH_OUT,67872.5,C1883132759,798689.44,730816.94,C1801625542,1551736.73,1619609.23,0,0
575134,25,CASH_IN,184551.29,C1980097901,606108.12,790659.42,C883819375,789465.38,604914.09,0,0
1335456,137,CASH_IN,10639.12,C1799227614,945876.59,956515.71,C1115379844,1057431.28,1046792.16,0,0
4645692,330,TRANSFER,9198459.96,C1938563375,9198459.96,0.0,C1187100670,0.0,0.0,1,0
3665917,276,CASH_OUT,151993.44,C1930054883,0.0,0.0,C518160305,1035159.17,1187152.61,0,0
1768191,162,CASH_IN,195670.6,C1961285064,57825.0,253495.6,C1201142950,931035.68,1424961.26,0,0
5464574,379,CASH_IN,349093.83,C1794341903,604420.06,953513.88,C827396542,924996.64,575902.81,0,0
1059293,97,TRANSFER,31329.62,C569899403,31329.62,0.0,C418690964,0.0,0.0,1,0
6351622,705,CASH_IN,173612.59,C1972226686,982183.89,1155796.48,C1267686349,1199029.26,1025416.66,0,0
3472219,258,CASH_OUT,51247.3,C1811741265,205107.0,153859.7,C1822505615,1282079.15,1333326.46,0,0
4324885,308,CASH_IN,6343.36,C1966559670,1387630.02,1393973.38,C468530194,704956.35,698613.0,0,0
4104247,301,TRANSFER,99910.12,C1948152590,0.0,0.0,C712931181,993149.97,1093060.09,0,0
1075511,129,CASH_IN,132528.91,C2067763891,416883.24,549412.14,C830463176,497197.77,364668.86,0,0
273612,15,CASH_IN,346339.17,C1986340737,32107.0,378446.17,C263813698,1514814.49,1168475.33,0,0
2630960,209,TRANSFER,12743.3,C1963953047,107123.0,94379.7,C266696330,933116.24,945859.54,0,0
6194200,572,TRANSFER,1068952.42,C2072964053,1068952.42,0.0,C1016759454,0.0,0.0,1,0
81242,10,CASH_OUT,158702.97,C200195831,438411.18,279708.2,C639695157,500731.78,659434.75,0,0
516562,20,CASH_OUT,35927.55,C1943694614,62412.0,26484.45,C586341335,960657.39,996584.95,0,0
2288815,187,CASH_OUT,122368.93,C2041521726,605192.0,482823.07,C314463374,534721.88,657090.81,0,0
5972307,407,CASH_IN,465156.55,C2070846352,34054.0,499210.55,C841277194,1646697.54,1181540.99,0,0
4971582,352,CASH_OUT,600722.15,C1396066056,600722.15,0.0,C2095500377,2372103.71,2972825.85,1,0
4454855,323,CASH_OUT,133791.7,C2092871247,121851.52,0.0,C676718255,1082972.58,1216764.28,0,0
1435460,140,CASH_OUT,369289.11,C196648156,132932.0,0.0,C2010650750,1003124.02,1372413.14,0,0
1812968,163,CASH_OUT,134194.59,C663221524,134194.59,0.0,C1335637774,1656961.35,1791155.94,1,0
4889286,349,CASH_OUT,1258706.84,C323473080,1258706.84,0.0,C56779001,1054367.91,2313074.75,1,0
5884553,403,CASH_OUT,109819.83,C1901529509,60040.26,0.0,C709043744,1043526.47,1153346.3,0,0
597199,33,CASH_OUT,335172.0,C2014186979,369328.0,34156.0,C1497111589,853917.91,1189089.91,0,0
1359450,138,CASH_OUT,136119.3,C1986200125,0.0,0.0,C584381742,1110134.92,1423260.76,0,0
4556351,327,CASH_OUT,185238.61,C935134354,185238.61,0.0,C939313752,37287.36,222525.97,1,0
2437866,203,CASH_IN,442269.04,C276089125,830864.02,1273133.05,C510126820,1452849.31,1010580.27,0,0
1419830,139,CASH_IN,612703.1,C2051872536,966207.32,1578910.42,C139815533,1437826.54,825123.44,0,0
5848740,402,CASH_IN,487971.06,C1920555585,1212865.58,1700836.64,C364624166,1550148.73,1062177.67,0,0
2345872,189,CASH_IN,104532.37,C213199664,1271574.68,1376107.06,C588764416,1776800.33,1672267.95,0,0
667749,36,CASH_OUT,126858.25,C229072668,304768.76,177910.51,C883598077,668046.71,794904.96,0,0
92042,10,CASH_IN,280209.07,C2128273143,731661.68,1011870.75,C1109421585,1471995.78,968721.77,0,0
4600963,329,TRANSFER,551230.11,C209214872,622286.89,71056.77,C576412339,985104.41,1536334.52,0,0
5638030,396,CASH_IN,272612.51,C1823909834,418660.21,691272.73,C24058305,1212147.25,939534.74,0,0
3730830,278,CASH_OUT,72745.45,C1973219872,202387.0,129641.55,C880823677,1305411.33,1378156.78,0,0
2041474,181,CASH_OUT,56641.53,C2053405585,201292.24,144650.7,C1872614781,792050.87,848692.4,0,0
1363133,138,CASH_IN,113267.67,C1950804309,1138658.15,1251925.81,C1998256646,1627339.55,1514071.88,0,0
6034232,476,CASH_OUT,1146381.44,C169415375,1146381.44,0.0,C1774696541,484779.21,1631160.65,1,0
5357619,375,CASH_IN,239117.49,C1994604144,495899.26,735016.75,C1582514145,866855.8,627738.31,0,0
3237820,250,CASH_IN,23458.27,C1898358147,269539.24,292997.51,C895120623,1156793.42,1133335.15,0,0
1477323,141,CASH_IN,182502.7,C1881876805,145733.7,328236.4,C1853317440,1768102.63,1433180.7,0,0
3115166,236,CASH_OUT,67050.5,C1343549154,67050.5,0.0,C133181668,0.0,67050.5,1,0
2611387,208,CASH_OUT,163755.8,C1823015466,401083.0,237327.2,C602256882,541783.04,705538.84,0,0
5413430,378,TRANSFER,187761.76,C901042408,187761.76,0.0,C469325256,0.0,0.0,1,0
4063687,300,CASH_OUT,390458.18,C1968417127,5761.0,0.0,C823003394,947314.07,1337772.25,0,0
2138662,184,CASH_IN,28924.62,C2053100966,927100.95,956025.57,C1072499451,1532535.68,1503611.06,0,0
5943317,405,CASH_IN,100778.24,C196000052,461707.28,562485.52,C1178934515,1440332.11,1339553.87,0,0
3312305,252,CASH_IN,502381.93,C1986367442,6022.0,508403.93,C1625189552,1691377.55,1188995.62,0,0
1441115,140,CASH_IN,293402.21,C1798183767,723428.84,1016831.06,C1006196514,1536595.8,1243193.59,0,0
824642,41,CASH_IN,108402.32,C1873474500,52975.0,161377.32,C669256601,871739.27,763336.95,0,0
5619142,395,TRANSFER,435862.91,C199947372,777812.95,341950.05,C1203013025,438175.48,874038.39,0,0
4272638,307,CASH_IN,141965.4,C2039825324,19700.0,161665.4,C637698568,1187218.76,1045253.36,0,0
1578006,155,CASH_IN,185781.44,C1813291820,947563.15,1133344.58,C186651690,933208.48,747427.05,0,0
4638713,330,CASH_IN,258530.08,C1943172160,930578.79,1189108.88,C796306475,1093400.44,834870.36,0,0
4718138,332,CASH_OUT,19226.25,C2130173515,19226.25,0.0,C1264209653,0.0,19226.25,1,0
4913024,349,CASH_OUT,236440.41,C210688754,711895.0,475454.59,C567410794,800765.21,1037205.62,0,0
3596456,262,CASH_OUT,2914653.69,C551410627,2914653.69,0.0,C1503946435,558015.85,3472669.53,1,0
753712,38,CASH_IN,144047.85,C1671089207,756835.8,900883.65,C923667738,1258422.45,1114374.6,0,0
1267783,135,CASH_IN,42784.63,C1911590954,645360.44,688145.07,C1569381310,468729.44,425944.81,0,0
2672453,210,CASH_IN,516922.38,C1889685030,954859.46,1471781.84,C1028228950,1642747.51,1125825.13,0,0
1298883,136,CASH_OUT,165231.62,C196960190,504540.0,339308.38,C1463616126,472261.41,637493.04,0,0
1241559,134,CASH_IN,155810.54,C1952049900,577184.66,732995.2,C1847868680,668927.8,513117.26,0,0
3980048,297,CASH_OUT,1107.53,C25489618,594408.0,593300.47,C521794618,957305.15,958412.68,0,0
1030416,63,CASH_OUT,197226.65,C1388614734,197226.65,0.0,C693288034,0.0,197226.65,1,0
3899479,284,CASH_OUT,175179.9,C230905522,303545.0,128365.1,C873551400,1153073.61,1328253.5,0,0
1565084,155,CASH_IN,35312.82,C2053209197,481780.0,517092.82,C1527117623,669458.48,634145.66,0,0
618581,34,CASH_IN,58609.32,C2039082184,701172.14,759781.47,C946538323,442671.08,254400.61,0,0
1563541,155,CASH_OUT,289889.01,C2024120704,50454.0,0.0,C819104094,1016374.62,1306263.62,0,0
903279,43,CASH_OUT,59741.18,C1767308341,351709.0,291967.82,C968636049,900700.45,899638.34,0,0
1030480,67,CASH_OUT,1028326.5,C1062379106,1028326.5,0.0,C1316357800,0.0,1028326.5,1,0
675146,36,CASH_OUT,73470.9,C1963365004,0.0,0.0,C51330978,1083154.99,1156625.9,0,0
4692286,331,CASH_IN,11246.46,C2108845183,134966.56,146213.02,C517594758,1445468.4,1434221.94,0,0
4311499,308,CASH_IN,501430.46,C2013323307,890452.34,1391882.8,C26407943,1941598.97,1440168.51,0,0
1378524,138,CASH_OUT,119193.35,C1990648275,0.0,0.0,C312713305,1052725.45,1171918.81,0,0
6286327,660,CASH_OUT,227994.78,C1205421023,227994.78,0.0,C231892160,0.0,227994.78,1,0
599410,33,CASH_IN,110394.12,C1835967094,809216.15,919610.27,C327393417,512000.1,401605.99,0,0
1580074,155,CASH_OUT,223562.81,C2005133307,206079.0,0.0,C2092569922,847608.18,1071171.0,0,0
6362448,730,TRANSFER,403.56,C1494188706,403.56,0.0,C1175598908,0.0,0.0,1,0
4390686,321,CASH_IN,341367.09,C1772336080,1105165.64,1446532.72,C192625769,993086.38,651719.29,0,0
6117047,528,CASH_OUT,501101.41,C658485772,501101.41,0.0,C1576836568,561058.61,1062160.03,1,0
2664928,210,CASH_IN,349116.88,C1945433673,511522.41,860639.29,C939711324,805804.7,456687.82,0,0
3459290,257,CASH_OUT,240486.55,C1918149376,0.0,0.0,C683269421,890288.55,1130775.11,0,0
6274947,637,TRANSFER,246280.14,C1198680659,246280.14,0.0,C2025541637,0.0,0.0,1,0
2296663,187,CASH_IN,177545.16,C266544216,280923.27,458468.43,C51048614,855803.78,678258.62,0,0
2842831,226,CASH_IN,316971.03,C2007824675,1099987.46,1416958.49,C554165507,1375800.58,1058829.55,0,0
47145,9,CASH_OUT,350705.74,C58527359,350705.74,0.0,C582901057,894760.68,1794033.65,1,0
6186779,568,TRANSFER,30790.13,C574884951,30790.13,0.0,C174185198,0.0,0.0,1,0
321888,16,CASH_OUT,163623.26,C2143555230,164109.0,485.74,C892503761,1082055.52,1245678.77,0,0
5741801,399,CASH_IN,254371.82,C1837938344,525979.58,780351.4,C542345305,1167514.25,913142.43,0,0
4479314,324,CASH_OUT,135998.24,C2122930902,373555.18,237556.94,C673562496,1059088.7,1195086.94,0,0
4643580,330,CASH_OUT,147216.71,C1915644293,0.0,0.0,C402885065,1070989.06,1218205.76,0,0
3111768,235,CASH_IN,321996.68,C1655291973,945928.96,1267925.63,C2043568174,1364441.83,1042445.15,0,0
4136556,303,CASH_IN,81029.24,C2019252631,795053.8,876083.04,C260175969,531557.97,450528.73,0,0
3688613,276,CASH_OUT,13242.04,C1851937931,278182.51,264940.47,C799943560,582423.0,595665.03,0,0
1059594,106,TRANSFER,219489.62,C1817254692,219489.62,0.0,C584837450,0.0,0.0,1,0
3952290,287,TRANSFER,101869.94,C1942492792,11180.0,0.0,C375686753,1222509.96,1324379.89,0,0
1735407,161,CASH_IN,175276.16,C1781070905,335902.82,511178.98,C12545839,1222933.14,1047656.97,0,0
4097792,301,CASH_IN,48269.7,C1880130912,276833.19,325102.88,C2074483488,1156389.26,1108119.56,0,0
4599820,329,CASH_IN,279238.78,C2130407763,21226.0,300464.78,C744859276,1565716.6,1286477.83,0,0
890313,42,TRANSFER,448197.01,C1900145863,178595.89,0.0,C469891300,994759.82,1442956.82,0,0
6171208,563,CASH_OUT,99595.43,C1729990537,540526.85,440931.42,C1682588316,868443.01,968038.44,0,0
3640862,275,CASH_OUT,134878.05,C1872781060,344746.0,209867.95,C533353674,725900.45,860778.5,0,0
5512524,380,CASH_IN,76738.62,C2059937445,1019515.42,1096254.04,C77793885,1541280.37,1464541.75,0,0
2231364,186,CASH_OUT,18327.04,C2006720826,87608.0,69280.96,C1988869265,1425509.63,1443836.66,0,0
6010708,442,CASH_IN,235596.93,C1985556081,746746.27,982343.2,C937257687,1479911.76,1244314.83,0,0
6145367,546,CASH_OUT,92923.73,C2040794487,294516.0,201592.27,C1364969970,1109199.69,1202123.42,0,0
1454022,140,CASH_IN,125859.11,C2135362347,865005.81,990864.91,C1220894402,787398.67,661539.57,0,0
529602,20,CASH_IN,273865.32,C1997025281,1364112.12,1637977.44,C2043993663,1128271.49,854406.16,0,0
6168495,554,TRANSFER,10000000.0,C292642955,23576297.1,13576297.1,C1916793179,0.0,0.0,1,0
5216677,370,CASH_OUT,88718.87,C311977209,326054.0,237335.13,C871729937,1079636.37,1168355.24,0,0
6218577,589,DEBIT,1562.86,C170126774,366569.0,365006.14,C256127730,1172941.54,1174504.4,0,0
1171719,132,CASH_IN,14559.77,C1714329791,657683.96,672243.73,C1229200741,784973.43,770413.66,0,0
5003973,353,CASH_IN,491805.81,C197893513,1079643.91,1571449.72,C1537975942,1130367.35,638561.53,0,0
1522069,153,CASH_IN,477870.97,C1872648408,122512.0,600382.97,C88554555,1183140.55,705269.58,0,0
5792285,401,CASH_OUT,183065.88,C2036513911,190772.0,7706.12,C283384798,1232057.3,1415123.18,0,0
3619152,274,CASH_OUT,256045.29,C1941465919,282693.67,26648.38,C1909358294,1036270.9,1292316.19,0,0
4436985,323,CASH_IN,191873.27,C2043867368,958562.09,1150435.36,C220703250,605671.34,413798.07,0,0
6008433,435,CASH_OUT,1143937.73,C1347260506,1143937.73,0.0,C351378150,174260.08,1318197.81,1,0
2624666,208,CASH_IN,342872.36,C2041175851,12475.0,355347.36,C567209977,1439165.42,1096293.07,0,0
155913,12,CASH_OUT,313430.59,C2052003142,159109.0,0.0,C345507865,1274758.77,1588189.36,0,0
153402,12,CASH_OUT,185754.49,C1719310425,918402.01,732647.52,C1968101532,961685.47,1147439.96,0,0
2054888,181,CASH_OUT,264021.68,C1929901685,0.0,0.0,C677158583,872258.95,1136280.63,0,0
122771,11,CASH_OUT,106659.96,C2138886844,596060.5,489400.54,C976133979,1521579.15,1628239.11,0,0
3048623,234,CASH_IN,99578.9,C1914562547,1316093.3,1415672.19,C1555140637,1006416.52,906837.63,0,0
1451422,140,CASH_IN,155400.29,C2079197168,225080.86,380481.15,C247942237,687138.22,531737.92,0,0
3129930,236,CASH_OUT,69705.43,C1997549246,47940.0,0.0,C673275637,1228246.79,1297952.22,0,0
3413471,256,CASH_IN,71878.89,C1749973110,1094995.27,1166874.16,C1138998296,1335399.76,1263520.87,0,0
4225847,306,CASH_IN,179791.82,C214317442,261492.0,441283.82,C1853155322,1206452.4,1026660.58,0,0
3565820,260,TRANSFER,127606.0,C2033081776,123453.93,0.0,C1778351725,1063859.22,1191465.21,0,0
3621425,274,CASH_IN,142622.13,C2056872882,729334.96,871957.09,C1835853562,696897.52,554275.38,0,0
6074622,517,CASH_IN,488139.91,C1971419621,1095788.01,1583927.92,C1053048526,1406534.63,918394.72,0,0
1203377,133,CASH_OUT,123318.16,C2074710357,169048.0,45729.84,C738831755,1012406.26,1135724.42,0,0
4388761,318,CASH_OUT,756426.12,C1801267260,756426.12,0.0,C1693181403,1612984.89,2369411.01,1,0
3017933,233,CASH_IN,81971.49,C1773851905,337521.09,419492.58,C652690551,898851.25,816879.76,0,0
2817157,225,CASH_OUT,354230.99,C2017845399,107055.0,0.0,C47907847,1231378.42,1585609.4,0,0
1412427,139,CASH_IN,56864.16,C2024777703,282510.99,339375.15,C1840306165,834296.37,777432.21,0,0
3960075,290,TRANSFER,1454356.81,C588367741,1454356.81,0.0,C2104870243,0.0,0.0,1,0
5852101,402,CASH_IN,368396.93,C2039531864,302101.64,670498.58,C201213490,727657.8,359260.86,0,0
6049592,492,CASH_IN,385232.76,C2009763020,794057.87,1179290.63,C1732839643,1526835.1,1141602.34,0,0
5722051,398,CASH_IN,89230.61,C2018724032,19979.0,109209.61,C190660012,1142713.05,1053482.45,0,0
2761649,213,TRANSFER,1650168.9,C507437434,1650168.9,0.0,C1489598243,0.0,0.0,1,0
1388044,139,CASH_IN,71417.8,C2043134311,1128821.45,1200239.25,C628419229,826857.94,1338981.17,0,0
6290017,661,CASH_OUT,626195.24,C739010400,626195.24,0.0,C41563134,342735.9,968931.14,1,0
198967,13,TRANSFER,649477.94,C2037160455,870731.14,221253.2,C2140029833,1071630.81,1509925.88,0,0
6362533,736,CASH_OUT,537539.57,C1804356625,537539.57,0.0,C1581411164,8034.16,545573.72,1,0
3105436,235,CASH_IN,299665.66,C184207534,514467.72,814133.38,C1917600826,907233.02,607567.36,0,0
6100678,523,TRANSFER,5999376.79,C1206710867,5999376.79,0.0,C2020321619,0.0,0.0,1,0
1952279,178,CASH_IN,171244.28,C1789317719,901190.0,1072434.28,C925652527,974040.4,802796.12,0,0
1700396,159,CASH_OUT,335821.0,C1851245752,704110.51,368289.5,C1858451199,1482506.41,1818327.42,0,0
198853,13,CASH_OUT,145779.48,C1877677782,0.0,0.0,C844969763,994739.06,1157410.47,0,0
5996390,425,CASH_OUT,34839.32,C946520806,34839.32,0.0,C2098801032,0.0,34839.32,1,0
2118568,183,CASH_OUT,54958.07,C1978601758,16916.0,0.0,C998074550,1054011.57,1108969.63,0,0
687403,36,TRANSFER,32382.96,C1291212648,32382.96,0.0,C301302016,0.0,0.0,1,0
4103272,301,CASH_IN,160823.8,C1856292722,1227361.73,1388185.53,C239659480,741333.94,580510.14,0,0
6275217,637,CASH_IN,256723.98,C2145173851,11547.0,268270.98,C965495196,1077915.3,821191.32,0,0
1148766,131,CASH_IN,146440.71,C1880074183,427559.94,574000.65,C2000052107,1329531.08,1183090.38,0,0
