No,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
3529861,267,CASH_IN,168832.26,*,550911.77,675165.07,*,1707653.04,1558772.91,0,0
1030141,87,CASH_OUT,55213.77,*,759862.77,672658.27,*,551330.49,633162.67,0,0
3530887,286,CASH_OUT,388141.97,*,494324.47,0.0,*,0.0,360509.2,1,0
4127846,304,CASH_OUT,113900.67,*,69226.0,0.0,*,1118766.77,1136311.04,0,0
825747,42,DEBIT,607.49,*,497956.0,583113.0,*,616402.2,610087.94,0,0
1030668,73,CASH_OUT,40128.93,*,409007.0,458163.73,*,691050.91,600318.0,0,0
1865410,160,CASH_IN,246678.26,*,769557.68,958766.81,*,1438432.74,1151014.13,0,0
4585279,326,CASH_OUT,25408.19,*,102817.0,148648.89,*,1044187.52,1107850.72,0,0
2217133,185,CASH_IN,392124.15,*,31777.0,354808.15,*,1129228.4,910035.09,0,0
5168105,402,CASH_OUT,288520.75,*,212534.97,0.0,*,703982.53,1825029.32,0,0
4911207,346,TRANSFER,168064.34,*,477063.0,251214.19,*,462008.64,1657560.98,0,0
2986443,248,CASH_IN,189795.29,*,1184926.5,1397339.02,*,1310308.09,1126437.65,0,0
6074497,530,CASH_OUT,2566478.44,*,3493449.64,0.0,*,1419718.29,6672147.8,1,0
4458456,307,CASH_OUT,267442.77,*,264661.0,0.0,*,1184512.12,1329982.9,0,0
10387,19,CASH_OUT,230643.59,*,288644.99,0.0,*,10608106.66,12418325.98,1,0
2629152,203,CASH_OUT,316247.29,*,75944.0,1429.21,*,979737.94,1200188.0,0,0
5184233,325,CASH_IN,124560.55,*,378281.0,553247.45,*,839259.0,731506.28,0,0
3690475,278,CASH_OUT,58289.1,*,1486018.92,993518.74,*,1316442.83,1346077.42,0,0
5013093,353,CASH_IN,267443.26,*,1154065.61,1349394.47,*,1626983.8,1595021.36,0,0
767413,39,CASH_OUT,171396.31,*,305172.0,217789.6,*,577742.75,1046417.55,0,0
5041426,379,CASH_IN,82324.09,*,459022.51,544281.39,*,1534269.14,1563504.04,0,0
6115561,439,CASH_OUT,229283.47,*,99.0,0.0,*,942173.12,1153378.67,0,0
3267032,251,CASH_OUT,186315.47,*,474819.08,238484.55,*,676808.38,911594.94,0,0
176151,15,CASH_OUT,112755.89,*,981035.35,823659.85,*,1219354.74,1431845.05,0,0
3102082,254,CASH_OUT,298941.88,*,541425.0,265072.78,*,1137952.99,946444.06,0,0
6339984,620,TRANSFER,89958.28,*,19749.88,0.0,*,0.0,0.0,1,0
1578381,147,CASH_IN,219304.63,*,884481.49,945622.0,*,660510.54,576704.85,0,0
572780,16,CASH_IN,175814.58,*,1417195.85,1487028.06,*,409294.0,317984.93,0,0
3491296,256,CASH_OUT,196284.26,*,70995.0,0.0,*,1159904.0,1323528.68,0,0
6030255,489,TRANSFER,697529.38,*,473676.34,0.0,*,0.0,0.0,1,0
851531,43,CASH_IN,140575.8,*,1206335.86,1462828.98,*,1099457.64,1243540.74,0,0
2602527,226,TRANSFER,3678.31,*,0.0,0.0,*,1020042.71,1055152.03,0,0
4997466,350,CASH_OUT,218927.27,*,39441.0,22380.83,*,1172009.49,1475725.11,0,0
3641157,279,CASH_OUT,494327.15,*,321720.0,0.0,*,940669.19,1354276.47,0,0
1263340,131,TRANSFER,4057.12,*,39640.13,0.0,*,0.0,0.0,1,0
5032460,408,TRANSFER,108256.77,*,47248.07,0.0,*,1010364.72,1020000.0,0,0
2456314,185,CASH_IN,281221.59,*,1168642.6,1466449.75,*,1234479.26,959946.26,0,0
1957564,163,CASH_IN,173745.83,*,542195.0,711337.83,*,1342633.16,1017659.39,0,0
6177902,574,CASH_OUT,71240.39,*,0.0,0.0,*,1079875.27,1127809.59,0,0
1790491,142,TRANSFER,1708182.89,*,9838771.81,0.0,*,0.0,0.0,1,0
651576,36,CASH_OUT,387269.41,*,0.0,0.0,*,1139162.11,1368582.7,0,0
5972509,401,CASH_OUT,197043.03,*,339073.16,0.0,*,2545112.25,4802481.51,1,0
107696,13,TRANSFER,314158.48,*,205254.58,0.0,*,0.0,100500.0,1,0
6103274,526,TRANSFER,14544.16,*,117571.14,0.0,*,0.0,0.0,1,0
6362570,713,CASH_IN,54007.88,*,680181.6,720855.31,*,772234.39,750980.54,0,0
2786549,211,CASH_OUT,259279.2,*,666918.44,327226.42,*,1579319.38,1668841.03,0,0
2218965,206,CASH_OUT,64033.65,*,60.0,0.0,*,1017048.35,1141286.51,0,0
4006015,275,DEBIT,3783.87,*,311638.0,482619.83,*,726287.92,708066.07,0,0
3528486,274,CASH_OUT,285765.44,*,491524.73,167888.2,*,383300.93,898201.18,0,0
1728429,164,CASH_IN,109855.99,*,11177.0,399278.01,*,1136289.33,1106313.34,0,0
2915064,205,DEBIT,6899.9,*,400.0,59678.0,*,1140805.83,1378944.03,0,0
1992919,178,CASH_OUT,408459.1,*,1390622.0,629169.84,*,96247.45,753475.7,0,0
2852375,213,DEBIT,5724.69,*,214324.0,174022.61,*,1130418.41,1097920.3,0,0
467024,19,CASH_OUT,54203.99,*,195461.45,23548.99,*,834230.95,836839.56,0,0
6282488,609,CASH_OUT,389274.04,*,927942.0,313752.84,*,658406.04,727876.1,0,0
3828813,283,CASH_IN,159869.21,*,1022540.61,1238766.44,*,702255.94,456579.73,0,0
1513866,158,CASH_OUT,105004.65,*,127044.15,0.0,*,484267.24,407869.87,1,0
4293496,301,CASH_IN,170496.26,*,822175.87,1182452.83,*,1208432.36,1225481.68,0,0
3911598,284,CASH_IN,32224.28,*,731578.65,878000.46,*,596735.34,479338.48,0,0
4451988,327,CASH_OUT,114111.28,*,309262.7,116702.58,*,570327.63,666194.84,0,0
3221653,186,CASH_OUT,162447.8,*,0.0,0.0,*,888881.12,1164869.14,0,0
5941869,402,CASH_IN,43129.72,*,253617.7,215146.38,*,1260024.6,1132471.95,0,0
4553877,325,CASH_OUT,191792.28,*,445565.0,203668.78,*,621424.32,822084.0,0,0
3703106,282,CASH_IN,51418.65,*,307827.18,484832.39,*,948855.31,977587.88,0,0
865866,40,CASH_IN,162876.82,*,931250.44,1183673.25,*,1149057.39,1836093.57,0,0
1737083,163,CASH_IN,168594.57,*,155862.69,121048.36,*,1029652.5,892550.16,0,0
3218149,250,CASH_IN,95607.36,*,508477.25,587493.66,*,661455.5,395440.62,0,0
5652823,401,CASH_IN,89254.29,*,932096.91,811796.4,*,1679531.67,1651131.29,0,0
3801535,283,CASH_IN,23979.18,*,768090.67,762588.43,*,1320945.35,1299952.95,0,0
5554373,204,CASH_IN,123581.96,*,919011.74,1150143.88,*,1607485.42,1571193.51,0,0
3344602,256,CASH_OUT,99348.79,*,73518.0,1288.11,*,949178.75,1111815.5,0,0
2232462,186,TRANSFER,1698544.72,*,7787101.07,0.0,*,0.0,0.0,1,0
3659231,250,CASH_IN,151285.99,*,357038.76,323084.96,*,1705787.82,1490967.49,0,0
4430718,308,CASH_OUT,605638.83,*,11925.73,0.0,*,915160.03,1329832.05,0,0
2012306,183,CASH_IN,235337.98,*,1390902.77,1584992.34,*,726028.3,634367.97,0,0
5288705,393,CASH_IN,221956.85,*,695661.66,839098.98,*,680254.9,320083.36,0,0
6019933,455,CASH_OUT,1253892.98,*,411964.05,264759.71,*,893129.12,1716157.64,0,0
160359,9,CASH_IN,101610.29,*,600754.0,670149.29,*,600517.4,513781.14,0,0
4309977,320,CASH_IN,71494.22,*,257894.37,189021.71,*,740013.41,763435.87,0,0
3954993,281,CASH_IN,103348.76,*,200208.0,217073.07,*,1287530.61,1117331.77,0,0
1377611,136,CASH_IN,105676.85,*,1427442.1,1356925.02,*,1335041.09,1110479.13,0,0
3339215,234,CASH_OUT,5154244.06,*,5406204.31,678089.88,*,1197294.08,1321861.1,0,0
3768081,276,CASH_IN,24027.89,*,1267187.83,1382745.57,*,1351977.49,1552474.9,0,0
1338628,145,CASH_IN,110425.52,*,409522.42,589498.02,*,1274048.41,1143126.24,0,0
3471448,261,CASH_OUT,189717.75,*,467433.22,317091.81,*,712718.54,800353.9,0,0
91976,43,CASH_IN,353029.01,*,1328146.01,1584210.72,*,1182391.59,504572.76,0,0
4906532,353,CASH_IN,44269.92,*,1003526.02,1027922.59,*,813675.36,836826.66,0,0
6121469,447,CASH_IN,166697.95,*,591646.37,757762.1,*,960630.94,793005.21,0,0
3661454,251,CASH_OUT,423723.41,*,0.0,0.0,*,997876.34,1268320.84,0,0
6162907,517,TRANSFER,6490966.14,*,2741030.94,0.0,*,0.0,0.0,1,0
1785246,167,CASH_IN,187791.15,*,1389637.0,1321844.74,*,706055.53,764460.49,0,0
4231207,301,CASH_IN,49543.99,*,123723.28,290340.33,*,580134.71,354098.35,0,0
4979637,408,CASH_OUT,87135.25,*,601488.0,567261.15,*,517525.87,619415.19,0,0
2467166,199,CASH_IN,98117.12,*,357.0,1743.22,*,1131915.12,1087796.04,0,0
3420576,205,TRANSFER,201220.0,*,5242.0,0.0,*,0.0,0.0,1,0
6322644,674,CASH_IN,398827.81,*,1166953.13,1574241.76,*,1363086.72,1023817.46,0,0
6019932,454,CASH_OUT,71387.78,*,81117.12,0.0,*,0.0,273182.38,1,0
4084517,303,CASH_OUT,248240.61,*,185.0,0.0,*,1073662.12,1208666.59,0,0
1030312,81,CASH_OUT,1431451.84,*,1843464.97,0.0,*,0.0,1669772.36,1,0
2095971,140,CASH_IN,380932.28,*,31747.0,440902.22,*,1083337.93,772861.24,0,0
4161963,141,CASH_OUT,195462.51,*,434268.76,128505.78,*,977080.06,1172265.8,0,0
869727,40,CASH_OUT,287493.85,*,220970.67,0.0,*,83097.18,373333.42,1,0
5700808,397,CASH_OUT,119771.41,*,23836.0,0.0,*,826806.58,815883.75,0,0
5694449,398,CASH_IN,107423.29,*,580022.35,604674.37,*,1528420.69,1164745.96,0,0
3845426,282,TRANSFER,191629.4,*,612855.0,3376742.4,*,0.0,0.0,1,0
1190920,136,CASH_OUT,19628.82,*,200000.0,296682.68,*,325033.74,592992.2,0,0
5625158,353,CASH_IN,12945.35,*,107807.0,130824.35,*,1098587.43,1042054.71,0,0
6074498,577,CASH_OUT,478453.88,*,595394.88,0.0,*,10608106.66,12451929.08,1,0
6011304,480,CASH_OUT,4662458.42,*,3597095.52,0.0,*,74442.18,2416250.27,1,0
1027506,141,CASH_OUT,1012178.57,*,1060888.59,0.0,*,0.0,1022736.63,1,0
3572891,254,CASH_IN,394597.98,*,481186.0,702624.78,*,1871913.9,1068385.89,0,0
2181252,184,CASH_IN,179226.69,*,614034.73,648036.94,*,1162695.06,893699.32,0,0
3088358,275,CASH_IN,34357.86,*,1011798.75,1085324.17,*,944043.68,959524.04,0,0
1973090,166,TRANSFER,280966.62,*,10621.0,0.0,*,983820.54,1200286.73,0,0
3040395,230,CASH_IN,176723.7,*,697034.1,747290.77,*,1318157.74,1188776.49,0,0
3982708,279,CASH_OUT,134993.79,*,124924.64,0.0,*,171013.4,123870.25,1,0
5248134,377,CASH_IN,224443.11,*,207197.04,672894.74,*,822580.37,697483.49,0,0
2710278,232,CASH_IN,161068.31,*,654238.85,710832.77,*,1641660.46,1479399.08,0,0
5115908,373,CASH_OUT,164512.46,*,721181.0,688196.56,*,1406439.27,1318016.46,0,0
3140690,231,CASH_OUT,446759.95,*,561490.45,0.0,*,47075.47,555575.7,1,0
902065,31,CASH_OUT,62061.48,*,100189.0,93562.48,*,908392.85,928185.72,0,0
4784003,332,CASH_OUT,217282.22,*,220404.33,0.0,*,901133.38,1288582.47,0,0
2056179,180,CASH_OUT,184718.12,*,0.0,0.0,*,1036561.78,1075188.71,0,0
2195741,182,CASH_OUT,30361.37,*,341423.6,144683.35,*,1106482.38,1179224.56,0,0
5691190,404,CASH_IN,176850.18,*,945228.85,978554.73,*,631284.02,415665.58,0,0
895065,41,CASH_OUT,166883.76,*,70729.09,0.0,*,1146215.97,1324026.18,0,0
1421451,139,CASH_IN,188601.69,*,1024546.15,1267106.56,*,689789.58,1237122.01,0,0
5390178,358,TRANSFER,2726336.02,*,2794613.08,0.0,*,0.0,0.0,1,0
1004806,122,CASH_IN,255335.37,*,129493.0,450291.63,*,1755100.75,1285637.92,0,0
906792,43,CASH_IN,342125.01,*,462016.75,526008.1,*,1083557.41,861048.45,0,0
2354890,205,CASH_IN,4477.65,*,881482.69,858057.07,*,1965379.99,1223870.04,0,0
3148063,357,CASH_IN,63442.14,*,592201.69,534391.49,*,568045.51,523030.84,0,0
661199,36,CASH_IN,317180.04,*,170843.0,393637.94,*,1032013.52,727953.19,0,0
887160,44,CASH_IN,477578.3,*,699923.37,1205269.85,*,571091.36,414238.86,0,0
360671,18,TRANSFER,20089.63,*,78423.69,0.0,*,0.0,0.0,1,0
4031971,307,TRANSFER,160617.37,*,263912.33,0.0,*,0.0,0.0,1,0
202515,19,CASH_OUT,213375.48,*,0.0,0.0,*,861804.39,1241141.23,0,0
4498193,372,CASH_IN,126998.84,*,1002048.52,1130131.65,*,1277304.38,1173186.88,0,0
2235918,186,TRANSFER,451008.88,*,697340.0,297672.12,*,820737.82,1399506.68,0,0
1892458,140,CASH_IN,288532.79,*,51056.0,241465.19,*,1378573.08,1028776.83,0,0
4183109,311,CASH_IN,110285.54,*,671667.6,665526.1,*,1247972.57,1187657.33,0,0
5106126,353,CASH_IN,280327.28,*,365606.38,610982.07,*,1036684.15,951120.48,0,0
5127245,350,CASH_OUT,186408.85,*,165363.74,0.0,*,35900.13,275736.11,1,0
1021505,107,CASH_IN,113677.78,*,122716.0,197727.12,*,1210550.19,1148098.06,0,0
1528053,140,CASH_IN,327724.02,*,468774.28,878650.81,*,1239237.51,843656.06,0,0
1768574,159,CASH_OUT,1560312.47,*,646209.0,392197.43,*,349652.01,935081.43,0,0
4562826,381,CASH_IN,267494.8,*,807091.51,1020182.04,*,1511174.52,367898.22,0,0
2675773,237,CASH_OUT,174641.3,*,1202100.52,518919.98,*,1011690.4,929265.66,0,0
1733312,177,CASH_OUT,62769.61,*,0.0,0.0,*,1166735.73,1166409.41,0,0
1757748,157,CASH_IN,128053.7,*,123809.0,323178.0,*,2079906.35,1074992.68,0,0
5640621,402,CASH_OUT,342377.45,*,81396.05,0.0,*,848104.13,1267675.31,0,0
5398710,375,CASH_IN,196078.14,*,561853.61,652560.74,*,1499768.15,1330742.76,0,0
2449269,187,CASH_OUT,238252.84,*,421079.0,144480.86,*,751778.13,1177153.91,0,0
5306430,376,DEBIT,666.8,*,96305.0,58761.8,*,1208782.2,1225403.35,0,0
3635945,271,CASH_IN,35910.37,*,194252.84,189959.83,*,884367.0,762990.64,0,0
2052102,206,CASH_IN,27162.84,*,1132506.94,1186580.38,*,1167359.45,1033181.31,0,0
1087507,156,CASH_IN,437280.34,*,962.0,325121.56,*,1157366.44,1049596.46,0,0
701535,38,CASH_IN,150587.85,*,936141.18,1090460.26,*,957067.95,777127.98,0,0
5377664,376,CASH_IN,2914.49,*,966918.62,975418.97,*,498014.31,544400.46,0,0
717945,34,CASH_OUT,52445.03,*,118965.0,179482.07,*,590968.07,690712.91,0,0
3221269,256,CASH_OUT,73874.54,*,616719.66,367179.51,*,654044.08,767276.09,0,0
4945916,333,TRANSFER,48778.83,*,31379.42,0.0,*,0.0,0.0,1,0
3032080,214,CASH_IN,142089.78,*,568.0,157738.6,*,1187145.8,953121.73,0,0
2804237,210,CASH_IN,254013.29,*,1323467.33,1581665.42,*,1001964.48,747899.38,0,0
3339197,251,CASH_IN,184660.77,*,605692.0,731370.44,*,811658.01,495389.53,0,0
3427428,233,CASH_OUT,40408.34,*,354367.0,312071.34,*,570983.87,595253.11,0,0
1936504,164,CASH_OUT,69901.46,*,979384.0,628931.94,*,1648629.01,1757695.25,0,0
3662159,253,TRANSFER,151832.09,*,130817.0,0.0,*,0.0,0.0,1,0
685624,37,CASH_IN,230322.03,*,517241.49,719033.28,*,784512.2,451621.11,0,0
4193781,324,TRANSFER,19311.35,*,44601.57,0.0,*,0.0,0.0,1,0
4232958,306,CASH_OUT,2716148.3,*,3951175.3,0.0,*,525952.45,1943044.69,1,0
3886886,287,CASH_IN,44453.15,*,553248.0,788467.75,*,1026901.28,1170864.12,0,0
666461,10,CASH_OUT,41583.08,*,80681.44,0.0,*,0.0,39133.08,1,0
3474371,259,CASH_IN,219723.99,*,33105.0,346913.01,*,1219097.36,1068059.24,0,0
688978,36,CASH_OUT,244235.93,*,43621.0,0.0,*,965177.65,1118521.32,0,0
3163016,276,CASH_IN,269480.25,*,911672.76,1375539.35,*,1710723.81,1344070.11,0,0
219916,13,CASH_IN,36996.66,*,924390.64,998169.13,*,1103127.1,1107857.57,0,0
4601028,330,CASH_OUT,40324.87,*,0.0,0.0,*,950734.42,1165380.01,0,0
6014763,487,CASH_IN,73413.61,*,130.0,192246.69,*,1336292.53,1327034.11,0,0
5009663,358,CASH_OUT,175175.15,*,17632.05,0.0,*,0.0,160561.7,1,0
2156890,206,CASH_OUT,207141.28,*,741145.0,1125833.55,*,461245.14,622080.85,0,0
3254444,253,CASH_IN,229729.67,*,512313.59,757555.52,*,1302327.09,1047764.62,0,0
4544421,302,CASH_OUT,16587.49,*,19380.0,0.0,*,1097787.16,1061357.49,0,0
6263092,548,CASH_OUT,10000000.0,*,10000000.0,0.0,*,171004.61,10036693.99,1,0
1006311,88,TRANSFER,209826.13,*,201126.17,0.0,*,0.0,0.0,1,0
194317,14,CASH_IN,240968.94,*,733984.0,726637.96,*,1184583.12,1008824.77,0,0
2624540,207,CASH_OUT,7459452.54,*,2736322.54,0.0,*,238615.86,6701504.35,1,0
321796,21,CASH_OUT,163223.02,*,0.0,0.0,*,1048961.0,1296829.12,0,0
5185816,356,CASH_IN,278174.82,*,708101.53,878704.47,*,601214.06,500610.94,0,0
5295941,352,CASH_IN,120722.38,*,490375.68,501841.57,*,1420351.68,1277775.05,0,0
1575017,184,CASH_IN,450606.13,*,195379.0,454912.13,*,1252298.85,1045042.8,0,0
2827878,227,CASH_IN,329409.25,*,1279097.18,1450331.07,*,857567.02,559741.59,0,0
3284312,250,CASH_IN,149042.01,*,1012307.07,1222675.58,*,1079703.36,1274963.51,0,0
5174730,402,TRANSFER,143113.67,*,404473.67,152576.22,*,887012.2,924692.81,0,0
4036771,305,CASH_IN,168588.25,*,773788.44,860799.56,*,1128706.65,892569.57,0,0
3450233,235,CASH_OUT,257280.45,*,349458.75,121270.4,*,725458.37,969559.17,0,0
3891427,266,CASH_OUT,185437.47,*,772999.0,692947.47,*,717637.81,502403.45,0,0
4083485,384,TRANSFER,212289.08,*,32408.0,0.0,*,1006043.01,1216400.42,0,0
830076,33,CASH_OUT,84220.54,*,21885.59,0.0,*,0.0,11796.56,1,0
4086429,347,CASH_OUT,141268.92,*,0.0,0.0,*,978812.99,1165983.17,0,0
6307220,585,CASH_IN,5792.13,*,760351.08,741405.62,*,687420.72,692480.82,0,0
6265161,550,TRANSFER,18227.17,*,24034.22,0.0,*,1279727.13,1301818.74,0,0
3276290,230,CASH_OUT,17931.76,*,266927.44,166648.73,*,1213030.31,1324028.3,0,0
3361643,273,CASH_IN,336691.94,*,163036.75,518716.82,*,1270927.85,1045659.01,0,0
2137151,300,TRANSFER,358517.9,*,266298.0,0.0,*,0.0,0.0,1,0
4920244,332,CASH_IN,190214.6,*,191283.0,253396.3,*,779116.08,616627.68,0,0
2710044,160,CASH_OUT,61293.89,*,248627.0,213038.89,*,999088.15,331129.21,0,0
2224629,186,CASH_OUT,10330.37,*,389528.42,415593.14,*,667021.94,606675.24,0,0
4608266,326,CASH_OUT,121113.73,*,182185.0,0.0,*,1106047.38,942585.63,0,0
5977369,400,CASH_IN,7230.06,*,389537.86,557990.9,*,770834.09,477682.71,0,0
1149799,41,TRANSFER,681432.93,*,618553.07,0.0,*,0.0,0.0,1,0
5320615,373,CASH_IN,154153.83,*,653951.0,709070.83,*,1443012.64,1322829.91,0,0
4858534,342,CASH_IN,34680.98,*,482310.19,576169.1,*,776151.92,696046.01,0,0
3880760,281,CASH_IN,266243.04,*,701913.23,997109.76,*,1068061.25,970761.64,0,0
209954,14,CASH_OUT,108948.59,*,109451.0,0.0,*,914993.86,1146615.36,0,0
6030510,436,TRANSFER,1042867.82,*,1210441.17,0.0,*,0.0,0.0,1,0
3514738,257,CASH_OUT,184993.82,*,98086.13,0.0,*,754888.95,1038843.37,0,0
3986199,284,CASH_OUT,294744.59,*,584076.51,290558.85,*,768272.89,958766.17,0,0
3235156,257,TRANSFER,114788.8,*,475551.81,354535.87,*,670345.28,1191324.88,0,0
5027976,334,CASH_OUT,154974.04,*,0.0,0.0,*,1296736.01,1416869.64,0,0
4342888,304,CASH_IN,131502.86,*,671368.91,810834.01,*,954860.09,716167.57,0,0
6362570,692,TRANSFER,187114.82,*,4713.28,0.0,*,0.0,0.0,1,0
944042,40,CASH_OUT,275661.85,*,10997.0,0.0,*,1061804.89,1574664.15,0,0
4005028,350,CASH_OUT,145938.74,*,196203.0,0.0,*,1277721.98,1387942.21,0,0
6074310,444,TRANSFER,346010.13,*,195129.93,0.0,*,0.0,0.0,1,0
1619844,164,CASH_OUT,4343359.44,*,1473074.58,0.0,*,1705559.56,4063425.85,1,0
1670682,158,CASH_IN,217661.65,*,244444.42,240927.49,*,1111909.12,909935.68,0,0
4572251,321,CASH_IN,128961.25,*,944846.09,1167571.26,*,510929.12,447912.25,0,0
6108199,527,CASH_IN,86834.85,*,16365.12,127546.31,*,982268.21,758623.01,0,0
2789716,332,CASH_IN,9763.88,*,759425.14,648238.91,*,512593.83,506089.42,0,0
3111278,236,CASH_OUT,461430.85,*,602028.68,0.0,*,96466.33,541824.08,1,0
