"No","step","type","amount","nameOrig","oldbalanceOrg","newbalanceOrig","nameDest","oldbalanceDest","newbalanceDest","isFraud","isFlaggedFraud"
4775,4,"TRANSFER",86070.17,"C1844941220",86070.17,0,"C1191544932",0,0,1,0
4776,4,"CASH_OUT",86070.17,"C1699873763",86070.17,0,"C560041895",0,86070.17,1,0
4857,5,"TRANSFER",120074.73,"C1409933277",120074.73,0,"C162114152",0,0,1,0
4858,5,"CASH_OUT",120074.73,"C1174000532",120074.73,0,"C410033330",0,120074.73,1,0
5466,5,"TRANSFER",10119.47,"C1775746074",10119.47,0,"C746009679",0,0,1,0
5559,6,"CASH_OUT",33332.86,"C685428529",33332.86,0,"C1626759869",31002,0,1,0
5747,6,"CASH_OUT",25975.86,"C1004271827",25975.86,0,"C451934410",98152,28041.27,1,0
5852,6,"TRANSFER",26768.5,"C457596841",26768.5,0,"C1956477953",0,0,1,0
5994,6,"TRANSFER",30521.02,"C903383636",30521.02,0,"C904300960",0,0,1,0
5995,6,"CASH_OUT",30521.02,"C1813769162",30521.02,0,"C1249547869",0,30521.02,1,0
6703,6,"CASH_OUT",17320.91,"C436661284",17320.91,0,"C522173599",6244.44,0,1,0
6706,6,"TRANSFER",17246,"C1034673425",17246,0,"C1379589736",0,101717.84,1,0
6897,6,"TRANSFER",10565,"C777407608",10565,0,"C1790657739",0,0,1,0
7002,6,"TRANSFER",10224,"C365589282",10224,0,"C908043384",0,0,1,0
7029,6,"TRANSFER",85354.69,"C558400671",85354.69,0,"C527482085",0,0,1,0
7154,6,"TRANSFER",13704,"C1735554279",13704,0,"C12793273",0,1658746.09,1,0
7155,6,"CASH_OUT",13704,"C1421965867",13704,0,"C1438594533",3382.84,143675.35,1,0
9284,7,"TRANSFER",262434.54,"C2101686389",262434.54,0,"C612008977",0,0,1,0
9285,7,"CASH_OUT",262434.54,"C383717053",262434.54,0,"C380242442",19525.79,438233.86,1,0
10218,7,"TRANSFER",21729,"C1686905633",21729,0,"C824421402",0,0,1,0
10396,7,"CASH_OUT",5460002.91,"C1588880909",5460002.91,0,"C1570256460",0,9281535.44,1,0
12179,7,"TRANSFER",164,"C1455969984",164,0,"C2119910556",0,0,1,0
12180,7,"CASH_OUT",164,"C1173659886",164,0,"C1769947269",4068,0,1,0
12214,7,"TRANSFER",21571,"C786114805",21571,0,"C1666314150",0,0,1,0
12467,7,"TRANSFER",441445.58,"C1023505879",441445.58,0,"C847761155",0,0,1,0
12468,7,"CASH_OUT",441445.58,"C398085606",441445.58,0,"C2072030256",98993.5,0,1,0
13398,7,"CASH_IN",404746.04,"C1972615957",901915.31,1306661.35,"C1174600239",896183.53,729214.48,0,0
14861,8,"CASH_OUT",181728.11,"C2102265902",0,0,"C789014007",11397,184477.77,1,0
18372,8,"CASH_IN",233639.2,"C23700110",847950.64,1081589.85,"C1189861498",577173.06,922482.19,0,0
18771,8,"TRANSFER",222,"C1961506277",222,0,"C378841819",0,267095.19,1,0
18772,8,"CASH_OUT",222,"C1737727444",222,0,"C588779235",24708,171647.35,1,0
20318,8,"CASH_IN",298639.46,"C1963946302",439737.74,738377.2,"C1804883318",527807.06,763820.95,0,0
20672,8,"CASH_IN",20694.65,"C1757692074",902396.87,923091.52,"C237988421",801621.48,1720474.04,0,0
22405,8,"CASH_IN",350643.88,"C2105878717",1087033.76,1437677.64,"C1435804085",918764.87,1501855.54,0,0
22684,8,"CASH_OUT",112145.99,"C1906842360",98856,0,"C194746285",1047392.94,1404489.37,0,0
22796,8,"CASH_OUT",267589.8,"C1829894344",741557.31,473967.51,"C59215997",162043.44,1359980.45,0,0
24096,8,"CASH_IN",206842.97,"C1657538122",760531.85,967374.82,"C1710002389",1107692.86,936474.93,0,0
24404,8,"CASH_OUT",193425.39,"C1992616176",92945.74,0,"C562195832",869111,1238112.15,0,0
24966,8,"TRANSFER",1996.17,"C1198040187",1996.17,0,"C1828047633",0,0,1,0
24967,8,"CASH_OUT",1996.17,"C858959216",1996.17,0,"C864078397",2559.74,4555.92,1,0
25261,8,"CASH_OUT",57854.55,"C1844586458",1334404.89,1276550.33,"C571435580",1444013.25,1530653.61,0,0
25574,8,"CASH_IN",295595.12,"C1814251103",1228936.17,1524531.29,"C36856762",964268.94,998622.3,0,0
26622,8,"CASH_OUT",465795.09,"C1804500990",1435408.11,969613.02,"C893339434",560727.96,1686521.23,0,0
27076,8,"CASH_OUT",152578.22,"C1882469724",640879.08,488300.86,"C824197891",1097524.76,1577892.84,0,0
27654,8,"CASH_IN",289852.81,"C1695696731",736396.13,1026248.94,"C1200314947",1199172.88,994391.7,0,0
27758,8,"CASH_OUT",302876.19,"C198175742",1067360.98,764484.8,"C2147195354",457933.81,790460.11,0,0
27815,8,"CASH_IN",230576.21,"C2079308854",576872.42,807448.62,"C1251686742",1541964.09,1311387.88,0,0
28087,8,"CASH_OUT",432118.89,"C1942098965",251753.14,0,"C688425953",664408.32,1268298.74,0,0
28502,8,"CASH_OUT",473456.08,"C2011221030",1224252.54,750796.46,"C1325038895",1470217.01,1943673.08,0,0
28503,8,"CASH_OUT",640614.3,"C2091163854",750796.46,110182.15,"C1461657245",704784.95,1345399.26,0,0
29027,8,"CASH_IN",232691.09,"C218828965",143242.08,375933.17,"C875761527",1626666.39,1238942.28,0,0
29627,8,"CASH_IN",27642.86,"C334274913",776466.77,804109.63,"C988705496",682284.7,654641.84,0,0
29752,8,"CASH_OUT",5025.41,"C2124649907",812568,807542.59,"C1909597726",459413.35,494709.81,0,0
30056,8,"CASH_OUT",121293.59,"C1903868590",452514.24,331220.64,"C510382951",854342.6,975636.19,0,0
30348,8,"CASH_OUT",159772.91,"C1955816719",1332071.67,1172298.77,"C954723689",420280.93,580053.83,0,0
30350,8,"CASH_OUT",91117.31,"C2085112645",831178.91,740061.59,"C782432613",492465.75,561064.37,0,0
30476,8,"CASH_IN",284941.49,"C1890493809",165811.75,450753.24,"C125722707",1473934.49,1188993,0,0
31951,8,"CASH_OUT",264048.42,"C2060561644",537169.95,273121.54,"C2022767113",900075.52,1177002.53,0,0
33472,8,"TRANSFER",89631.24,"C74534388",89631.24,0,"C1748042844",0,0,1,0
33612,8,"TRANSFER",257222.72,"C1964244799",326341.15,69118.43,"C2106812355",783361.74,1553332.79,0,0
33914,8,"CASH_OUT",29707.86,"C515973302",29707.86,0,"C170071280",10935,0,1,0
34115,8,"CASH_OUT",261677.87,"C2006992317",397887.35,136209.48,"C17820769",986141.47,1607758.47,0,0
34661,8,"CASH_OUT",150860.91,"C1915400232",336237.72,185376.81,"C1951379728",579909.62,730770.53,0,0
34722,8,"CASH_IN",377.06,"C2052119525",195547,195924.06,"C1521704415",906796.56,793275.21,0,0
34901,8,"TRANSFER",392897.64,"C1916329782",648215.08,255317.44,"C1981839580",875416.34,1638092.07,0,0
35051,8,"CASH_IN",79469.36,"C1782415938",1178577.89,1258047.24,"C2107268831",623377.01,710762.84,0,0
36166,9,"CASH_OUT",186702.66,"C1971964088",111940.54,0,"C288440707",980978.01,1332997.15,0,0
36692,9,"CASH_OUT",11308,"C921533797",11308,0,"C424669538",0,302550.56,1,0
38928,9,"CASH_IN",42016.21,"C1754327710",1001075.09,1043091.29,"C510113906",548796.32,1602009.02,0,0
38970,9,"CASH_OUT",206021.25,"C227443005",1383023.78,1177002.53,"C441880784",417910.01,1126707.43,0,0
39351,9,"CASH_IN",241186.3,"C206044968",30946,272132.3,"C742410803",1025726.08,1657505.28,0,0
40591,9,"CASH_IN",217375.35,"C1827162386",682734.08,900109.43,"C2072201071",512119.61,330917.55,0,0
40592,9,"CASH_IN",252407.46,"C2024844849",900109.43,1152516.89,"C624539461",592819.21,340411.75,0,0
41004,9,"CASH_IN",59367.61,"C1957352185",1319648.72,1379016.34,"C631424220",435497.52,542587.38,0,0
41823,9,"CASH_IN",269323.68,"C188238851",92916,362239.68,"C778306577",1079400.17,1024580.88,0,0
42611,9,"CASH_OUT",6092.86,"C1941719264",236422.35,230329.49,"C551505628",717443.65,723536.51,0,0
44371,9,"TRANSFER",147193.12,"C1874640226",43491,0,"C343534938",1048017.45,1195210.56,0,0
45621,9,"CASH_OUT",98235.11,"C2117235112",527607.65,429372.55,"C569922327",654486.86,762648.19,0,0
45750,9,"CASH_OUT",292088.7,"C2030097261",1458710.82,1166622.11,"C16685882",1216107.88,1508196.58,0,0
46021,9,"CASH_OUT",28063.9,"C1792622639",301054,272990.1,"C508000580",1566877.02,1594940.92,0,0
46022,9,"CASH_OUT",46942.55,"C2046880936",92633,45690.45,"C218598269",1241346.61,1288289.15,0,0
47049,9,"CASH_IN",254607.44,"C1788978410",10878,265485.44,"C503195940",1074410.09,1494732.93,0,0
47144,9,"TRANSFER",350705.74,"C1452168793",350705.74,0,"C399194578",0,1184633.07,1,0
47145,9,"CASH_OUT",350705.74,"C58527359",350705.74,0,"C582901057",894760.68,1794033.65,1,0
47929,9,"CASH_OUT",55157.78,"C1949926608",268037.16,212879.38,"C885249077",644719.4,1535312.83,0,0
49373,9,"CASH_IN",206585.96,"C2038546481",1171459.08,1378045.04,"C2041448570",332402.87,987339.75,0,0
49826,9,"CASH_OUT",2539898.07,"C728718059",2539898.07,0,"C1013511446",968,1842864.22,1,0
50074,9,"CASH_OUT",282516.89,"C242902390",1376786.46,1094269.57,"C1186819207",1048155.47,1651625.76,0,0
50165,9,"CASH_IN",370137.89,"C2014377472",342548.28,712686.16,"C1241878571",1802690.25,1192043.56,0,0
51052,9,"CASH_IN",303811.35,"C1797972676",632235.08,936046.43,"C388527192",1431929.84,2088145.36,0,0
54943,9,"CASH_IN",57.98,"C2058884988",1290788.6,1290846.57,"C1805708874",521695.22,1181845.87,0,0
55224,9,"CASH_IN",39090.97,"C1853531179",344971.99,384062.96,"C11900832",757162.49,1340368.95,0,0
55770,9,"CASH_IN",101831.61,"C1786188060",722797,824628.61,"C155439298",684447.9,582616.29,0,0
56308,9,"CASH_IN",175658.46,"C2032949556",61421,237079.46,"C297785169",459675.11,1187884.26,0,0
56584,9,"CASH_IN",381847.42,"C1726550049",556167.06,938014.48,"C1634190383",856007.47,849253.45,0,0
58877,9,"CASH_OUT",124369.02,"C1957550283",1236433.28,1112064.26,"C1504235831",986533.2,1971499.98,0,0
59111,9,"CASH_IN",30224.51,"C211975769",1118461.75,1148686.26,"C52799433",769380.48,1322738.89,0,0
59349,9,"CASH_OUT",207502.83,"C1888611381",50859,0,"C219543946",1063065.5,1256672.22,0,0
60843,9,"CASH_IN",308027.02,"C1801053185",607051.34,915078.36,"C1625687132",756770.81,1085161.56,0,0
61106,9,"CASH_OUT",197912.32,"C1752947613",747536.88,549624.56,"C2115498160",1129416.29,1009576.94,0,0
61884,9,"CASH_IN",53570.95,"C1805188929",666167.84,719738.8,"C252837416",1962017.77,1018492.72,0,0
64337,9,"CASH_OUT",299207.37,"C1973302570",622739,323531.63,"C588565911",714976.33,1788140.97,0,0
65025,9,"CASH_OUT",265770.34,"C1848883148",479701.4,213931.07,"C164232180",484766.78,968958.07,0,0
66042,9,"CASH_OUT",351470.67,"C1865551422",553098.36,201627.69,"C488044861",423895.24,1377707.7,0,0
66359,9,"CASH_OUT",276085.44,"C27133992",953317.47,677232.03,"C614438306",1372109.29,1639013.32,0,0
66395,9,"CASH_OUT",220960.65,"C2114191353",422338.26,201377.6,"C629975762",1081459.49,1531951.49,0,0
66584,9,"CASH_OUT",115940.63,"C2070406689",634189.69,518249.06,"C540629758",0,1232307.77,0,0
67447,9,"DEBIT",3432.28,"C1950065579",170814.33,167382.05,"C109599906",1286290.53,1317430.18,0,0
68573,9,"CASH_IN",32964.69,"C212737799",127178.98,160143.66,"C586273406",1198850.35,804367.83,0,0
68796,9,"CASH_IN",153516.07,"C1975074869",313339,466855.07,"C1907587591",698962.55,461767.89,0,0
68851,9,"CASH_IN",495.14,"C1864359123",60366,60861.14,"C732929236",1037433,1580308.01,0,0
69201,9,"TRANSFER",1055,"C666486325",1055,0,"C279565067",0,0,1,0
69202,9,"CASH_OUT",1055,"C1764109750",1055,0,"C1522743169",75179,0,1,0
69741,9,"CASH_OUT",292631.58,"C1896258530",876936.22,584304.64,"C701855966",365215.87,657847.45,0,0
69771,9,"CASH_IN",215934.72,"C216948506",791427.34,1007362.06,"C1423983240",947138.01,1104961.4,0,0
69833,9,"CASH_OUT",88474.74,"C1944510479",1218024.23,1129549.49,"C1103170060",1203910.56,1425862.23,0,0
70035,9,"CASH_IN",276121.27,"C2024094498",147850.53,423971.79,"C81095635",1114198.85,1022767.45,0,0
70038,9,"CASH_IN",160508.83,"C315901316",983679.07,1144187.9,"C1331026587",1056160.68,1605152.58,0,0
70361,9,"TRANSFER",519010.94,"C218860653",690795.05,171784.11,"C1871989652",856511.16,1370179.88,0,0
70443,9,"CASH_IN",185071.42,"C274632568",146027,331098.42,"C503195940",1028141.56,1494732.93,0,0
70839,9,"CASH_OUT",36862.23,"C1929316010",0,0,"C918585558",1290984.09,1330146.06,0,0
71827,9,"CASH_IN",216506.12,"C2120163437",324421.76,540927.88,"C915049328",911547.75,943461.65,0,0
71841,9,"CASH_IN",27977.39,"C1943947666",9056,37033.39,"C276448939",1277063.62,1126261.12,0,0
72088,9,"CASH_IN",51608.63,"C2006164762",129693,181301.63,"C1245442940",1007563,955954.37,0,0
72510,9,"TRANSFER",244068.01,"C1087133093",244068.01,0,"C1855553543",0,0,1,0
72571,9,"CASH_IN",22193.61,"C1966424411",423581,445774.61,"C401778454",381988.96,801562.26,0,0
72772,10,"CASH_IN",175694.09,"C1679540368",285863.89,461557.98,"C1954751748",1227620.51,1135870.7,0,0
72966,10,"CASH_IN",208999.51,"C197839730",11131,220130.51,"C381350369",1285671.21,1127348.09,0,0
74004,10,"CASH_OUT",399539.12,"C173594616",462013.14,62474.02,"C820880108",846700.83,1293731.01,0,0
74239,10,"CASH_IN",121013.24,"C272585917",800033.97,921047.21,"C1157464567",756441.65,676846.78,0,0
74240,10,"CASH_IN",123473.89,"C38619",921047.21,1044521.1,"C548497314",1191943.44,1068469.55,0,0
76356,10,"TRANSFER",345162.39,"C2043336485",416538.27,71375.88,"C1503386238",955709.69,1300872.07,0,0
76405,10,"CASH_IN",133802.46,"C2033398992",1320611.33,1454413.79,"C365897166",994806.54,1381103.19,0,0
76895,10,"CASH_IN",135927.58,"C1954855047",123332,259259.58,"C777863332",1448862.16,1312934.58,0,0
77348,10,"CASH_IN",257175.19,"C223733756",1293932.41,1551107.6,"C345679794",886557.41,1211224.49,0,0
77481,10,"CASH_OUT",143681.9,"C1906066214",0,0,"C932184785",924127.15,1067809.05,0,0
77745,10,"CASH_OUT",277970.88,"C489647033",0,0,"C571514738",0,277970.88,1,0
78218,10,"CASH_IN",169656.81,"C2065725436",429065.14,598721.95,"C374740213",1368766.06,1329458.15,0,0
78329,10,"CASH_IN",207488.33,"C1929501968",510229.05,717717.38,"C1247658278",1725155.94,1714684.96,0,0
78672,10,"CASH_OUT",44096.22,"C2108180480",273712.85,229616.63,"C342774175",662326.17,706422.39,0,0
79174,10,"CASH_IN",185588.46,"C1878751315",687955.35,873543.8,"C1321640594",1549115.8,1363527.34,0,0
79245,10,"CASH_IN",136204.8,"C210093935",286847.02,423051.82,"C549277650",1588355.79,1452150.99,0,0
79677,10,"CASH_IN",48977.5,"C1933137221",11497,60474.5,"C2119123648",957546.32,1043199.99,0,0
79990,10,"CASH_IN",453556.25,"C235662664",1041031.88,1494588.13,"C767985950",1445859.46,1001212.04,0,0
80603,10,"CASH_OUT",358899.67,"C193120811",1590383.18,1231483.51,"C1688071442",1025258.22,1384157.89,0,0
80663,10,"CASH_OUT",165205.29,"C2109277923",131803.87,0,"C345679794",1046019.21,1211224.49,0,0
81234,10,"CASH_IN",75708.02,"C290360515",1023421.22,1099129.24,"C981198566",1123880.3,1128794.38,0,0
81242,10,"CASH_OUT",158702.97,"C200195831",438411.18,279708.2,"C639695157",500731.78,659434.75,0,0
82503,10,"CASH_IN",96961.95,"C1798459201",383588.61,480550.55,"C667395488",824028.22,995103.55,0,0
82706,10,"CASH_OUT",305002.03,"C1990596555",0,0,"C856115138",1208571.75,1220408.68,0,0
83149,10,"CASH_OUT",50676.39,"C2001308347",29862,0,"C381350369",1076671.7,1127348.09,0,0
83196,10,"CASH_IN",198761.15,"C2105652055",13466,212227.15,"C280960713",892666.91,1021269.26,0,0
83401,10,"CASH_IN",243980.06,"C290735406",808337.65,1052317.71,"C525447900",1671437.03,1427456.96,0,0
83540,10,"CASH_OUT",249662.25,"C1903154567",521090.41,271428.16,"C2071755416",826671.29,1076333.54,0,0
83989,10,"CASH_OUT",260100.88,"C293651360",1249128.86,989027.97,"C639249073",1091760.85,1475393.79,0,0
84569,10,"CASH_OUT",5165.81,"C1968763989",486880.91,481715.1,"C32794667",842984.34,848150.16,0,0
85263,10,"CASH_IN",363591.87,"C1876884462",273617.82,637209.69,"C771878336",743813.32,517430.65,0,0
86166,10,"CASH_IN",247770.53,"C1917628233",1076,248846.53,"C207471579",1482965.39,1235194.86,0,0
86280,10,"CASH_OUT",210088.27,"C1674554513",1070971.39,860883.11,"C1528460774",883142.5,1093230.77,0,0
86749,10,"DEBIT",2128.28,"C1883935932",933,0,"C883841715",1172973.91,1175102.19,0,0
87227,10,"CASH_IN",228357.87,"C2077953054",81102,309459.87,"C2011860169",1079842.16,851484.29,0,0
87601,10,"CASH_OUT",303636.49,"C1961608801",269250.71,0,"C666009404",1208003.04,1319383.52,0,0
87769,10,"CASH_IN",167054.66,"C1987836049",454833.29,621887.95,"C1805162633",473268.73,426469.92,0,0
87770,10,"CASH_IN",173784.67,"C2128518250",621887.95,795672.62,"C13998805",1543694.16,1451065.45,0,0
88062,10,"CASH_OUT",38216.18,"C2000022665",402897,364680.82,"C1508595070",1535278.04,1573494.22,0,0
88932,10,"CASH_OUT",86243.29,"C1950523397",0,0,"C747013817",1073320.02,1159563.31,0,0
88995,10,"CASH_IN",8629.47,"C2013814039",393710,402339.47,"C486388931",465191.37,456561.9,0,0
89305,10,"CASH_IN",186978.86,"C2018650943",1104523.93,1291502.79,"C1189861498",1861815.99,1674837.13,0,0
90070,10,"TRANSFER",93810.76,"C481501970",93810.76,0,"C1262577882",0,0,1,0
90071,10,"CASH_OUT",93810.76,"C1190429229",93810.76,0,"C2104652067",4096048.05,4189858.81,1,0
90913,10,"CASH_OUT",213580.52,"C193222450",423776.58,210196.07,"C1109421585",1258415.27,1471995.78,0,0
90938,10,"CASH_OUT",13007.92,"C201624139",114167,101159.08,"C622723232",1041860.93,1054868.85,0,0
92042,10,"CASH_IN",280209.07,"C2128273143",731661.68,1011870.75,"C1109421585",1471995.78,968721.77,0,0
92117,10,"CASH_OUT",392557.76,"C211360443",1241026.69,848468.93,"C329206545",595390.64,1592592.82,0,0
92743,10,"CASH_OUT",22913.82,"C2068709930",1199917.09,1177003.26,"C657411220",955261.22,1115590.58,0,0
94088,10,"CASH_IN",107749.29,"C2100692021",518539.87,626289.16,"C487776685",592130.78,777826.79,0,0
95246,10,"CASH_OUT",51722.8,"C1812601251",399292,347569.2,"C710987073",1567881.35,1619604.16,0,0
95613,10,"CASH_OUT",5786.65,"C1897164643",519899.21,514112.56,"C1834186423",585766.68,814955.79,0,0
96249,10,"CASH_IN",92244.67,"C241595779",385365.41,477610.08,"C942769706",740853.24,1359581.29,0,0
96473,10,"CASH_OUT",244001.01,"C2086198179",513912.11,269911.1,"C494845714",666059.25,1629481.71,0,0
96931,10,"CASH_IN",200378.56,"C2085417116",360545.38,560923.94,"C1254526270",1664515.48,1641191.86,0,0
96933,10,"CASH_IN",341349.88,"C231887808",757912.56,1099262.44,"C1245472829",755238.64,1389010.19,0,0
96934,10,"CASH_IN",128892.13,"C1914834624",1099262.44,1228154.57,"C543690176",620934.04,248129.92,0,0
97300,10,"CASH_OUT",202944.88,"C1769795672",576968.78,374023.9,"C1554690148",687778.64,1392081.38,0,0
97380,10,"CASH_IN",182599.92,"C2003458930",388020.8,570620.72,"C1528787128",619810.51,1335724.81,0,0
98141,10,"CASH_OUT",117319.89,"C2090704438",678909.87,561589.99,"C1996526533",370180.71,812630.85,0,0
98191,10,"CASH_OUT",170972.48,"C202118895",353166,182193.52,"C416402555",581891.1,752863.58,0,0
98256,10,"CASH_IN",218766.22,"C1841407314",642666.71,861432.93,"C974265045",0,1246288.57,0,0
98265,10,"CASH_IN",507839.67,"C2063706738",657954.85,1165794.52,"C928023753",1607406.71,1930596.34,0,0
98890,10,"CASH_IN",34797.95,"C1935766234",170893,205690.95,"C1066166621",1100748.45,1333512.04,0,0
99232,10,"CASH_OUT",324403.26,"C1982394038",26422,0,"C938713504",1318311.34,1421335.17,0,0
99277,10,"CASH_IN",280776.51,"C1738276657",783183.35,1063959.86,"C718053924",964160.16,1149315.5,0,0
99371,10,"TRANSFER",503405.88,"C1446009472",503405.88,0,"C2010733400",0,0,1,0
100322,10,"CASH_OUT",65929.12,"C1828597758",1260723.18,1194794.07,"C569299773",458599.31,500393.77,0,0
101427,10,"CASH_OUT",90125.46,"C1935850261",10083,0,"C493381154",1190845.69,1280971.16,0,0
101810,10,"CASH_OUT",191578.99,"C2025267254",485016.37,293437.37,"C943161411",435719.55,627298.54,0,0
101819,10,"CASH_IN",199808.17,"C202263549",117717,317525.17,"C349336071",901054.38,484799.74,0,0
101885,10,"CASH_IN",392670.3,"C1756861778",862907.26,1255577.56,"C299715257",701842.35,466949.22,0,0
102181,10,"CASH_OUT",2662734.59,"C813115168",2662734.59,0,"C401825929",14165.62,2930405.33,1,0
102607,10,"TRANSFER",9217.19,"C184586799",9217.19,0,"C812377986",0,96795.6,1,0
103282,10,"CASH_OUT",126891.62,"C1830326722",300606,173714.38,"C787593204",709749.62,900860.05,0,0
103362,10,"CASH_IN",360424.9,"C1936301951",365481.76,725906.66,"C1322121934",1290801.78,1186975.96,0,0
103639,10,"CASH_IN",36728.89,"C1840233164",1313176.36,1349905.26,"C78018658",372865.69,820627.91,0,0
103673,10,"CASH_IN",333597.24,"C341678456",572657.95,906255.2,"C651049041",687478.91,1123365.42,0,0
104449,10,"CASH_OUT",68975.45,"C1728830360",707243.55,638268.1,"C1937721430",389311.7,925865.93,0,0
104659,10,"CASH_IN",220606.59,"C236031715",871736,1092342.59,"C1614017123",1062721.5,842114.92,0,0
105326,10,"CASH_OUT",58239.12,"C1981360999",162717,104477.88,"C257229326",1553813.96,1612053.07,0,0
105382,10,"CASH_IN",192472.97,"C1980395227",0,192472.97,"C777863332",1377334.62,1184861.65,0,0
106564,10,"CASH_OUT",297090.17,"C1842857604",669893.01,372802.84,"C1996526533",487500.6,812630.85,0,0
106641,10,"CASH_OUT",382729.71,"C2096065961",428772.55,46042.84,"C371493653",1208590.72,1751330.22,0,0
106806,10,"CASH_OUT",323722.72,"C1986777552",848150.16,524427.44,"C330624590",127730.26,1201872.84,0,0
107462,10,"CASH_IN",22572.28,"C185222521",476610.5,499182.78,"C1396602053",828888.23,806315.95,0,0
108117,10,"CASH_IN",55892.05,"C1824288979",710357.91,766249.96,"C830904200",904241.37,848349.32,0,0
109941,11,"CASH_IN",235412.04,"C1699372046",833309.79,1068721.83,"C2040616075",1552195.38,1316783.34,0,0
111224,11,"DEBIT",8019.63,"C1972969531",45109,37089.37,"C47249488",1105442.5,1113462.13,0,0
111599,11,"CASH_OUT",230548.22,"C1913437938",93473.12,0,"C25537313",1002754.79,981324.87,0,0
111760,11,"CASH_IN",67719.12,"C186959382",396972,464691.12,"C1409342334",834628,766908.88,0,0
111875,11,"CASH_IN",145723.74,"C1865920899",522743.8,668467.54,"C608244342",1011396.85,1534383.15,0,0
113026,11,"CASH_IN",182693,"C2113347551",34652,217345,"C908043384",969122.22,1700081.58,0,0
113415,11,"CASH_IN",129768.13,"C2023846846",1254874.75,1384642.88,"C1291664589",791770.86,662002.73,0,0
113453,11,"CASH_IN",159989.04,"C1825695414",1259998.48,1419987.52,"C1032442702",928029.16,1145444.77,0,0
114011,11,"CASH_IN",266842.87,"C244204525",448651,715493.87,"C75483598",791724.47,524881.59,0,0
114347,11,"CASH_IN",51343.17,"C1815278386",700743.27,752086.45,"C1925438503",1530383.19,1612099.27,0,0
114349,11,"CASH_IN",10496.87,"C1937387777",1008598.63,1019095.5,"C1370787297",927251.97,831541.1,0,0
114351,11,"CASH_IN",51532.78,"C2137452809",1180993.91,1232526.69,"C681709819",906685.08,665793.25,0,0
114440,11,"CASH_OUT",23262.05,"C1856482182",582595,559332.95,"C1177023020",923691.22,946953.27,0,0
114935,11,"CASH_IN",209264.97,"C2012027456",0,209264.97,"C1730460314",1370327.03,1161062.07,0,0
114939,11,"CASH_IN",187607.08,"C1945470689",764178.84,951785.92,"C234430897",1925299.62,1737692.53,0,0
115395,11,"CASH_OUT",182487.61,"C1970995569",570537,388049.39,"C864016033",264350.83,537416.9,0,0
115861,11,"CASH_IN",217472.41,"C205470341",758287.79,975760.2,"C349421288",1031185.08,813712.67,0,0
116193,11,"CASH_OUT",228448.19,"C1871048133",269321.82,40873.63,"C476441699",549611,1281027.05,0,0
