No,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
6351240,691,CASH_OUT,346071.64,*,12907.0,0.0,*,72012.93,441642.28,1,0
3586562,257,CASH_IN,41892.14,*,131187.08,4362.85,*,988408.92,857678.81,0,0
4719697,332,CASH_OUT,173028.9,*,119874.6,0.0,*,0.0,130940.9,1,0
195911,15,CASH_IN,223610.95,*,1021.0,170256.95,*,1440901.54,1295036.34,0,0
3613486,275,CASH_IN,87183.79,*,476.0,105916.81,*,1265602.18,1114166.13,0,0
2121860,183,CASH_OUT,262338.09,*,673968.68,417450.48,*,673501.21,878029.82,0,0
6168706,571,TRANSFER,10000000.0,*,10999071.64,4994545.55,*,0.0,0.0,1,0
6061425,480,CASH_OUT,206154.77,*,255439.11,0.0,*,0.0,238440.55,1,0
1750233,162,CASH_IN,96453.91,*,285128.03,267299.96,*,1426201.05,1335021.06,0,0
1227790,135,CASH_IN,460602.39,*,499960.68,912575.03,*,1182950.9,767398.46,0,0
1884252,164,CASH_OUT,158159.91,*,282376.14,222155.85,*,904295.83,910326.61,0,0
1673903,155,CASH_IN,426063.1,*,144084.0,311772.1,*,1581758.49,1200779.61,0,0
1166747,135,CASH_IN,36484.21,*,1344232.35,1488281.55,*,1220558.8,1205237.47,0,0
3693805,277,CASH_OUT,451057.36,*,344376.0,0.0,*,865297.17,1321981.99,0,0
5920809,353,CASH_IN,30930.54,*,657887.79,767529.77,*,562146.19,515917.68,0,0
690211,36,CASH_IN,4677.35,*,18730.0,169468.45,*,1346857.0,1236013.56,0,0
1135644,130,CASH_OUT,1148821.4,*,1497672.4,108030.02,*,1179393.94,2755988.46,1,0
1336255,139,CASH_IN,141114.05,*,795622.0,981055.95,*,1238572.43,955549.52,0,0
4704539,330,CASH_OUT,2452490.25,*,3395527.25,0.0,*,0.0,2571961.16,1,0
1463235,191,TRANSFER,6143767.82,*,109638.0,0.0,*,0.0,0.0,1,0
6170345,556,CASH_IN,99275.44,*,668080.22,693399.73,*,717659.56,814278.99,0,0
259654,16,CASH_OUT,21045.42,*,546588.82,416222.2,*,877523.21,719005.31,0,0
3312136,253,CASH_IN,162753.23,*,597444.93,703444.37,*,776999.77,588985.71,0,0
3547892,297,CASH_IN,155727.48,*,686261.08,833652.48,*,1789885.91,1521635.49,0,0
6262079,696,TRANSFER,206708.82,*,146334.81,0.0,*,0.0,0.0,1,0
6207281,689,TRANSFER,247189.52,*,304604.42,0.0,*,0.0,0.0,1,0
870084,42,CASH_OUT,75127.11,*,442796.18,325339.2,*,824647.19,982736.07,0,0
2462776,208,CASH_IN,251137.04,*,177.0,290277.16,*,1312236.27,849844.02,0,0
421540,19,CASH_OUT,65354.85,*,235625.45,125498.3,*,958906.06,1197927.01,0,0
5937671,350,CASH_IN,216159.6,*,102298.0,555245.3,*,592436.27,217371.16,0,0
6136396,549,CASH_OUT,19697.39,*,235283.63,0.0,*,1303325.39,1499314.91,1,0
6311861,691,CASH_OUT,2793609.51,*,2731935.23,0.0,*,14844.15,2887634.58,1,0
5114758,356,TRANSFER,161935.38,*,67399.46,0.0,*,0.0,0.0,1,0
3724012,279,CASH_OUT,219933.52,*,51828.0,0.0,*,1274313.77,1370960.04,0,0
3800120,281,CASH_IN,116750.88,*,468543.9,622357.02,*,1409541.01,1191423.26,0,0
359718,17,CASH_IN,119021.04,*,868895.72,977921.13,*,491452.14,492022.45,0,0
6006591,420,CASH_OUT,1368965.72,*,1195343.0,0.0,*,286205.34,1248115.91,1,0
5682242,332,CASH_OUT,658815.77,*,1563219.14,0.0,*,178018.74,1831320.59,1,0
2026194,229,TRANSFER,285047.71,*,362385.8,71544.51,*,897270.48,1128934.44,0,0
4566759,332,CASH_OUT,45917.89,*,363790.19,200811.01,*,902355.41,794823.24,0,0
4318718,309,CASH_IN,140884.14,*,791188.46,803356.5,*,943703.41,744525.06,0,0
2167935,182,CASH_IN,908.54,*,95950.0,61200.56,*,1039845.35,954588.83,0,0
679025,38,CASH_IN,123490.17,*,460023.25,653939.88,*,645803.27,518043.75,0,0
2906327,228,CASH_IN,152201.74,*,189814.34,263185.81,*,1059575.68,969977.17,0,0
6173266,586,CASH_IN,557877.03,*,132813.0,597123.93,*,753215.31,519888.59,0,0
5447924,380,CASH_IN,50250.92,*,595.0,50928.8,*,1119091.86,1194615.72,0,0
4456811,327,CASH_IN,318998.47,*,212830.0,421518.43,*,941972.75,612956.95,0,0
6004749,516,CASH_IN,26585.85,*,1422833.76,1454263.18,*,1084538.48,988075.64,0,0
2908695,236,CASH_IN,218668.88,*,1039236.99,1273088.55,*,709124.85,574617.85,0,0
6268737,684,CASH_IN,199761.76,*,1137614.35,1384325.81,*,892925.28,747003.0,0,0
2694773,207,TRANSFER,268079.9,*,237680.0,0.0,*,816605.23,1129651.83,0,0
5322201,371,CASH_OUT,49752.77,*,719.0,0.0,*,296582.77,1375953.23,0,0
6084108,545,CASH_OUT,111926.92,*,837667.0,664712.12,*,518082.93,506510.06,0,0
5247591,371,CASH_IN,285808.27,*,937989.28,1111423.53,*,714350.15,358247.46,0,0
5898835,407,CASH_OUT,103498.8,*,132580.0,0.0,*,1238629.29,1358735.85,0,0
5065821,350,CASH_IN,309654.15,*,58437.0,320177.85,*,1082564.35,582332.6,0,0
4816490,349,CASH_IN,75680.48,*,1169079.62,1176604.18,*,672406.88,506137.77,0,0
2525659,207,CASH_IN,188909.67,*,122936.0,306305.57,*,1193041.31,858419.98,0,0
2259356,183,CASH_IN,427897.92,*,884953.59,1384261.61,*,1377082.56,831276.42,0,0
2821138,228,CASH_OUT,83018.86,*,195117.52,159861.64,*,1045380.75,1170797.32,0,0
5713472,328,CASH_IN,230129.12,*,362628.95,974893.34,*,573565.16,366432.04,0,0
5751359,396,CASH_IN,271363.98,*,511703.88,843973.79,*,1687095.84,1371798.81,0,0
3458102,257,TRANSFER,204369.79,*,232753.13,0.0,*,0.0,0.0,1,0
1231309,138,CASH_IN,178868.07,*,438855.84,654900.79,*,1104111.87,1124265.08,0,0
6019781,515,CASH_OUT,34221.55,*,321786.05,334240.3,*,981142.64,946891.93,0,0
239105,13,CASH_IN,115358.35,*,49527.0,218969.35,*,1163476.03,1181228.6,0,0
5283710,373,CASH_IN,201826.92,*,311646.92,574285.03,*,992704.42,797153.57,0,0
4600613,329,TRANSFER,223811.98,*,512668.0,299261.08,*,1247807.07,1598302.09,0,0
2462568,205,CASH_OUT,693468.19,*,679336.71,0.0,*,2402244.22,3986823.28,1,0
205450,17,TRANSFER,30229.47,*,1157600.72,156188.25,*,775544.45,934776.91,0,0
3557702,284,CASH_IN,265008.66,*,1078356.79,1303569.25,*,1490210.73,1133411.96,0,0
2676788,205,CASH_IN,189944.57,*,821099.49,1170870.17,*,757851.13,564889.66,0,0
4425180,324,CASH_OUT,442147.34,*,380072.63,0.0,*,28616.49,491562.1,1,0
4159812,301,CASH_OUT,5451.34,*,677563.27,622473.79,*,1582643.88,1550127.73,0,0
1818864,165,CASH_IN,57272.65,*,255160.09,375441.64,*,1026626.03,1038577.57,0,0
6189765,538,CASH_IN,598704.58,*,25270.0,512179.42,*,1166557.34,719325.18,0,0
6168608,545,CASH_OUT,107890.79,*,51181.29,0.0,*,898762.32,918917.02,1,0
2780523,210,CASH_OUT,208971.4,*,150752.0,0.0,*,1012944.72,1201224.34,0,0
2462563,203,CASH_IN,57936.51,*,906813.04,857939.65,*,924384.43,845992.66,0,0
2685294,207,CASH_OUT,261510.59,*,373751.84,98312.46,*,607251.34,810248.22,0,0
4752922,334,CASH_IN,255808.58,*,1014.0,357385.42,*,1087915.68,817513.82,0,0
596992,24,CASH_OUT,33161.47,*,64484.74,0.0,*,0.0,18023.34,1,0
1369113,134,CASH_IN,192713.0,*,846946.24,952175.55,*,429508.53,240510.31,0,0
1494374,143,CASH_IN,71324.56,*,701276.32,801720.19,*,910379.44,888347.02,0,0
5509479,388,CASH_IN,58558.21,*,623918.94,679442.74,*,1894325.55,1531371.7,0,0
2872932,229,CASH_IN,45604.49,*,921306.67,1002011.02,*,610064.04,634596.43,0,0
5563728,395,TRANSFER,490662.31,*,477669.29,0.0,*,0.0,0.0,1,0
4721051,349,CASH_IN,247724.37,*,699528.92,1042791.81,*,1335475.85,1129276.83,0,0
147943,19,CASH_IN,161703.55,*,476225.48,684855.17,*,1217813.59,1194603.98,0,0
86718,12,CASH_IN,446772.74,*,72533.0,408414.74,*,1103583.65,867577.29,0,0
540288,38,CASH_OUT,10221.12,*,449420.03,331741.79,*,911278.56,895440.38,0,0
2706020,210,CASH_IN,190960.12,*,296453.0,357260.16,*,1143251.89,906768.94,0,0
6273160,644,CASH_IN,180174.67,*,1056685.12,1375494.67,*,1386002.68,1197821.25,0,0
34475,12,CASH_IN,356523.59,*,124913.0,349887.59,*,1189340.02,1075034.42,0,0
6224488,682,CASH_OUT,159389.61,*,63698.33,0.0,*,1257472.05,1322585.38,0,0
3620740,272,CASH_IN,123224.64,*,779840.32,1171197.89,*,1036022.21,868861.57,0,0
3126196,256,CASH_OUT,129817.22,*,352466.41,170343.88,*,913624.94,783804.59,0,0
647535,37,CASH_IN,62421.17,*,433246.33,445243.65,*,1290431.6,1234724.56,0,0
4551921,325,CASH_OUT,283427.82,*,297163.81,73373.7,*,1896388.33,1596741.63,0,0
2680174,207,CASH_IN,129474.96,*,1479908.91,1543943.05,*,1389280.8,1057460.16,0,0
5336629,376,TRANSFER,2188759.65,*,2298113.34,0.0,*,0.0,0.0,1,0
2649836,209,CASH_IN,100604.09,*,609690.0,655701.99,*,824132.84,674293.85,0,0
3562517,263,CASH_IN,246646.45,*,502919.93,929170.48,*,491379.86,345284.94,0,0
6362593,623,CASH_OUT,147534.16,*,534458.72,339763.39,*,437821.18,660610.82,0,0
1030790,31,TRANSFER,823657.93,*,822669.97,0.0,*,0.0,0.0,1,0
1618785,157,DEBIT,1733.42,*,722579.0,815646.42,*,1344582.54,1478654.81,0,0
1432970,158,CASH_IN,188077.64,*,1057842.75,1317088.51,*,736018.04,564342.47,0,0
3591736,232,CASH_OUT,103454.88,*,626216.43,452536.47,*,1427452.65,1526098.43,0,0
256318,12,CASH_IN,350480.2,*,387549.88,789016.65,*,687674.19,381636.8,0,0
470813,18,CASH_IN,260220.42,*,493882.31,808324.95,*,1330614.4,1022903.21,0,0
2341462,136,CASH_IN,52323.4,*,487491.0,504243.5,*,931646.18,940106.3,0,0
2745057,210,CASH_IN,158566.33,*,978157.45,1138768.81,*,797758.89,531850.45,0,0
4839942,348,CASH_IN,288464.86,*,570035.35,854251.61,*,1500967.75,1270730.91,0,0
263686,13,CASH_OUT,113696.91,*,0.0,0.0,*,1100504.0,1031416.05,0,0
667353,38,CASH_OUT,282753.77,*,100860.0,0.0,*,1062740.32,1352540.57,0,0
1951173,179,TRANSFER,372270.02,*,280241.92,0.0,*,0.0,0.0,1,0
4862243,347,CASH_OUT,186719.11,*,535211.31,259136.2,*,506708.78,528977.75,0,0
4697828,332,CASH_OUT,149185.59,*,33189.0,59841.41,*,1151132.98,1210043.56,0,0
1059765,93,TRANSFER,366120.33,*,462422.73,0.0,*,0.0,0.0,1,0
1030352,85,TRANSFER,3912959.04,*,2915683.05,0.0,*,0.0,0.0,1,0
6056676,419,CASH_IN,66095.01,*,116505.0,268495.99,*,710088.95,696879.02,0,0
1552201,154,CASH_IN,275517.63,*,1095667.64,1234753.82,*,1731622.59,1482956.91,0,0
2086585,276,TRANSFER,712697.87,*,862380.17,0.0,*,0.0,0.0,1,0
6202983,584,TRANSFER,1924725.11,*,1343669.81,0.0,*,0.0,0.0,1,0
1282807,137,CASH_OUT,52832.55,*,400431.0,207099.45,*,807730.92,720005.74,0,0
424828,19,CASH_IN,469793.17,*,510159.05,904641.81,*,1773179.71,1450429.29,0,0
454581,15,CASH_OUT,117809.91,*,122768.0,41281.99,*,1048294.06,1156384.0,0,0
793462,36,CASH_IN,250151.95,*,453687.1,788713.15,*,884860.38,672885.22,0,0
4621744,334,CASH_OUT,117557.51,*,0.0,0.0,*,1103250.09,1259163.37,0,0
5183575,359,CASH_OUT,217989.23,*,1174369.38,1051132.66,*,801160.43,1019855.32,0,0
1824951,164,CASH_OUT,165320.61,*,0.0,0.0,*,1046617.22,1137591.71,0,0
2826916,227,CASH_OUT,74170.27,*,128789.76,87206.9,*,1136125.14,1382564.58,0,0
4638516,328,CASH_IN,207676.05,*,105272.0,340316.95,*,859008.63,685787.28,0,0
2225060,133,CASH_OUT,91422.13,*,131804.72,0.0,*,860739.74,1028931.37,1,0
6034034,487,CASH_OUT,403481.93,*,559364.83,0.0,*,361046.08,4018203.98,1,0
2478822,206,CASH_OUT,177059.0,*,170121.0,0.0,*,1014307.89,1502916.91,0,0
4178322,302,CASH_IN,342033.69,*,814187.39,1163775.86,*,1085104.59,682169.19,0,0
2188820,185,CASH_OUT,214157.67,*,0.0,0.0,*,983172.58,1760500.09,0,0
6039601,588,CASH_OUT,8859937.51,*,4812968.5,0.0,*,0.0,4616777.49,1,0
6304613,695,CASH_OUT,734032.92,*,864493.99,0.0,*,606800.01,144058.02,1,0
3618133,274,CASH_OUT,131111.01,*,774044.59,587598.67,*,505679.05,887238.06,0,0
4685618,332,CASH_IN,552379.4,*,529836.75,1029698.86,*,2016604.24,1570281.34,0,0
384648,16,CASH_IN,219571.22,*,1184901.16,1291835.03,*,1495993.1,1319921.39,0,0
2717082,299,TRANSFER,2488615.36,*,2340865.64,0.0,*,0.0,0.0,1,0
6128413,535,TRANSFER,5121371.15,*,5159060.14,0.0,*,0.0,0.0,1,0
2376362,193,CASH_IN,9658.86,*,1018837.97,1011360.17,*,889205.91,740041.23,0,0
3854490,299,CASH_OUT,181044.17,*,514970.0,384174.83,*,1161660.85,1561999.91,0,0
2594201,207,CASH_OUT,221387.64,*,298146.0,98752.66,*,984678.41,1211820.81,0,0
6015613,483,CASH_IN,67940.0,*,244346.72,392814.52,*,703715.66,543434.59,0,0
5320556,379,CASH_IN,223961.55,*,738264.33,911647.22,*,1215785.13,1079533.77,0,0
5918029,408,CASH_IN,92365.22,*,825211.82,715951.98,*,593737.99,541322.27,0,0
3480981,236,CASH_IN,125476.85,*,124304.0,110769.15,*,1541140.16,1480166.0,0,0
3558754,275,CASH_OUT,135747.94,*,405339.57,406755.59,*,1270085.2,1376833.01,0,0
5734182,397,CASH_OUT,24344.58,*,282600.22,199641.14,*,1056836.43,1140852.04,0,0
1210436,140,CASH_IN,264710.82,*,1130209.01,1319982.99,*,1543175.3,1229607.59,0,0
